,FederalSit,Property_N,Site_Name_,CurrentSit,ClassType,ClassEN,Location_E,DOB_Identi,DOB_Name_E,Involvemen,Involvem_1,PropertyTy,Property_1,Contaminan,Contamin_1,Contaminat,Management,Additional,Action_EN,NonFedOwne,NonFedOw_1,EstCubicMe,EstHectare,EstTonsCon,Population,Populati_1,Populati_2,Populati_3,Populati_4,Province_C,Province_N,Census_Sub,Census_S_1,Federal_El,Federal__1,Country_Co,Country_Na,Latitude,Longitude,Created,Modified,FCSILink_E,mi_prinx,PRV_WSHD_I,NHN_TWS_ID
2348,4869,0,462 - Saddle Lake Cree Nation - 06702 - SADDLE LAKE 125 - 0702507705,A,2,Medium Priority for Action,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,PHCs (petroleum hydrocarbons),Soil,Fuel Related Practices,Other,NA,NA,0,NA,1000,0,0,0,0,127,3972,22956,48,Alberta,806,Saddle Lake 125,25,Lakeland,CA,Canada,53.971578,-111.691103,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004869-eng.aspx,3215,AB-11040102,05ED
2349,4872,0,452 - Kapawe'no First Nation - 06681 - KAPAWE'NO FIRST NATION 150C / 0702508005,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,150,0,0,1,34,475,3400,11832,48,Alberta,27,Big Lakes County,28,Peace River--Westlock,CA,Canada,55.594959,-116.187632,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004872-eng.aspx,3218,AB-17040101,07BF
2350,4873,0,447 - Little Red River Cree Nation - 06666 - FOX LAKE 162 / 0702508105,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,PHCs (petroleum hydrocarbons),Soil,NA,Other,NA,NA,0,NA,17830,0,0,65,1187,2064,2205,3720,48,Alberta,835,Fox Lake 162,28,Peace River--Westlock,CA,Canada,58.465411,-114.531655,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004873-eng.aspx,3219,AB-18040301,07KD
2351,4880,0,465 - Frog Lake - 06715 - UNIPOUHEOS 121 - 0702508805,A,2,Medium Priority for Action,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,"BTEXs (benzene, toluene, ethylbenzene, and xylene), PHCs (petroleum hydrocarbons)","Groundwater, Soil",Fuel Related Practices,Other,NA,NA,0,NA,0,0,5700,32,573,1345,3118,24941,48,Alberta,802,Unipouheos 121,25,Lakeland,CA,Canada,53.870214,-110.393826,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004880-eng.aspx,3226,AB-11040101,05ED
2352,4881,0,468 - Fort McMurray #468 First Nation - 06722 - GREGOIRE LAKE 176 - 0702508905,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,NA,NA,NA,0,NA,0,0,0,27,324,356,670,73007,48,Alberta,821,Gregoire Lake 176,23,Fort McMurray--Cold Lake,CA,Canada,56.411083,-111.15158,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004881-eng.aspx,3227,AB-17060107,07CE
2353,4883,0,461 - Mikisew Cree First Nation - 08495 - DOG HEAD 218 / 0702509105,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,6000,0,0,98,98,140,226,226,48,Alberta,852,Dog Head 218,23,Fort McMurray--Cold Lake,CA,Canada,58.708859,-111.184041,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004883-eng.aspx,3229,AB-21010202,710
2354,4884,0,474 - Woodland Cree First Nation - 08497 - CADOTTE LAKE INDIAN SETTLEMENT / 0702509205,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,6000,0,0,12,144,454,1466,1795,48,Alberta,856,Woodland Cree 226,28,Peace River--Westlock,CA,Canada,56.463611,-116.403611,4/27/2007,4/27/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004884-eng.aspx,3230,AB-18010401,07HB
2355,4885,0,458 - Bigstone Cree Nation - 06695 - WABASCA 166D - 0702509305,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,Other,NA,NA,0,NA,0,0,0,85,812,2129,3023,3799,48,Alberta,823,Wabasca 166D,23,Fort McMurray--Cold Lake,CA,Canada,55.917518,-113.917667,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004885-eng.aspx,3231,AB-18050101,07JA
2356,4886,0,458 - Bigstone Cree Nation - 06695 - WABASCA 166D / 0702509405,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,28,388,1983,3019,3822,48,Alberta,823,Wabasca 166D,23,Fort McMurray--Cold Lake,CA,Canada,55.882536,-113.855558,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004886-eng.aspx,3232,AB-18050102,07JA
2357,4888,0,448 - Dene Tha' - 06671 - HAY LAKE 209 - 0702509605,A,3,Low Priority for Action,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Soil,Fuel Related Practices,Assessment,NA,NA,0,NA,0,0,0,17,316,828,981,1776,48,Alberta,845,Hay Lake 209,24,Grande Prairie--Mackenzie,CA,Canada,58.703732,-118.685736,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004888-eng.aspx,3234,AB-19010109,07OA
2358,4890,0,461 - Mikisew Cree First Nation - 06734 - ALLISON BAY 219 / 0702509805,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,20,124,127,226,226,48,Alberta,850,Allison Bay 219,23,Fort McMurray--Cold Lake,CA,Canada,58.780819,-111.034995,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004890-eng.aspx,3236,AB-21010202,07MD
2359,4891,0,448 - Dene Tha' - 06673 - UPPER HAY RIVER 212 - 0702509905,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,Other,NA,NA,0,NA,0,0,0,24,278,293,301,365,48,Alberta,95,Mackenzie County,24,Grande Prairie--Mackenzie,CA,Canada,59.046546,-117.707415,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004891-eng.aspx,3237,AB-19010301,07OB
2360,4900,0,433 - Chiniki - 06642 - STONEY 142-143-144 / 0702510805,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,10,566,2172,5026,74679,48,Alberta,802,"Stoney 142, 143, 144",1,Banff--Airdrie,CA,Canada,51.182762,-114.971282,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004900-eng.aspx,3246,AB-04020401,05BE
2361,4902,0,458 - Bigstone Cree Nation - 06692 - WABASCA 166A / 0702511005,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,286,1358,2303,3181,3780,48,Alberta,819,Wabasca 166A,23,Fort McMurray--Cold Lake,CA,Canada,55.949442,-113.763069,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004902-eng.aspx,3248,AB-18050102,07JA
2362,4909,0,454 - Sawridge First Nation - 06683 - SAWRIDGE 150G / 0702511705,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,9,858,7345,9798,48,Alberta,832,Sawridge 150G,28,Peace River--Westlock,CA,Canada,55.290335,-114.60449,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004909-eng.aspx,3255,AB-17040301,07BK
2363,4916,0,454 - Sawridge First Nation - 06683 - SAWRIDGE 150G / 0702512405,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,9,862,7345,9799,48,Alberta,832,Sawridge 150G,28,Peace River--Westlock,CA,Canada,55.290295,-114.60452,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004916-eng.aspx,3262,AB-17040301,07BK
2364,4920,0,3 - Elsipogtog First Nation - 06004 - RICHIBUCTO 15 / 0202512805,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,457,2358,4021,20836,59741,13,New Brunswick,15,Richibucto 15,6,Miramichi--Grand Lake,CA,Canada,46.597183,-64.979728,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004920-eng.aspx,3266,NA,01BS
2365,4923,0,22 - Potlotek First Nation - 06041 - CHAPEL ISLAND 5 / 0202513105,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,233,1273,2689,15138,47485,12,Nova Scotia,14,Chapel Island 5,1,Cape Breton--Canso,CA,Canada,45.694523,-60.767687,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004923-eng.aspx,3269,NA,01FG
2366,4924,0,23 - Eskasoni - 06043 - ESKASONI 3 / 0202513205,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,45,2907,4204,10751,121268,12,Nova Scotia,20,Eskasoni 3,10,Sydney--Victoria,CA,Canada,45.964426,-60.616461,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004924-eng.aspx,3270,NA,01FG
2367,4927,0,397 - Ministikwan Lake Cree Nation - 06590 - MINISTIKWAN 161 / 0602513505,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,20,253,659,1433,13103,47,Saskatchewan,809,Ministikwan 161,3,Desnethé--Missinippi--Churchill River,CA,Canada,54.044877,-109.636553,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004927-eng.aspx,3273,NA,06AD
2368,4928,0,399 - Big Island Lake Cree Nation - 06593 - BIG ISLAND LAKE CREE TERRITORY / 0602513605,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,52,707,951,2375,25027,47,Saskatchewan,811,Big Island Lake Cree Territory,3,Desnethé--Missinippi--Churchill River,CA,Canada,54.424693,-109.595789,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004928-eng.aspx,3274,NA,06AF
2369,4929,0,360 - Sturgeon Lake First Nation - 06541 - STURGEON LAKE 101 / 0602513705,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,18,626,1655,5974,54678,47,Saskatchewan,856,Sturgeon Lake 101,3,Desnethé--Missinippi--Churchill River,CA,Canada,53.380873,-106.086098,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004929-eng.aspx,3275,NA,05GF
2370,4930,0,402 - Waterhen Lake - 06603 - WATERHEN 130 - 0602513805,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,NA,NA,NA,0,NA,0,0,0,44,310,780,1209,8856,47,Saskatchewan,806,Waterhen 130,3,Desnethé--Missinippi--Churchill River,CA,Canada,54.51465,-108.285295,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004930-eng.aspx,3276,NA,06AF
2371,4932,0,363 - Ochapowace - 06545 - OCHAPOWACE INDIAN RESERVE NO. 71 - 0602514005,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,NA,NA,NA,0,NA,0,0,0,8,216,803,4467,14090,47,Saskatchewan,806,Ochapowace 71,13,Souris--Moose Mountain,CA,Canada,50.501546,-102.390674,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004932-eng.aspx,3278,NA,05JM
2372,4934,0,363 - Ochapowace - 06545 - OCHAPOWACE 71 / 0602514205,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,8,216,803,4467,14090,47,Saskatchewan,806,Ochapowace 71,13,Souris--Moose Mountain,CA,Canada,50.501556,-102.390654,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004934-eng.aspx,3280,NA,05JM
2373,4935,0,365 - White Bear - 06549 - WHITE BEAR INDIAN RESERVE NO. 70 - 0602514305,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,NA,NA,NA,0,NA,0,0,0,22,537,1225,5194,10577,47,Saskatchewan,808,White Bear 70,13,Souris--Moose Mountain,CA,Canada,49.763948,-102.230436,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004935-eng.aspx,3281,NA,05ND
2374,4939,0,355 - Peter Ballantyne Cree Nation - 06528 - PELICAN NARROWS 184B / 0602514705,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,172,2499,2499,2499,3582,47,Saskatchewan,90,"Division No. 18, Unorganized",3,Desnethé--Missinippi--Churchill River,CA,Canada,55.161741,-102.910399,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004939-eng.aspx,3285,NA,05KG
2375,4941,0,355 - Peter Ballantyne Cree Nation - 06530 - SOUTHEND 200 / 0602514905,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,11,1022,1044,1044,1111,47,Saskatchewan,822,Southend 200,3,Desnethé--Missinippi--Churchill River,CA,Canada,56.333333,-103.2,4/27/2007,4/27/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004941-eng.aspx,3287,NA,06DB
2376,4943,0,355 - Peter Ballantyne Cree Nation - 06530 - SOUTHEND 200 / 0602515105,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,0,912,1044,1044,1111,47,Saskatchewan,822,Southend 200,3,Desnethé--Missinippi--Churchill River,CA,Canada,56.290875,-103.200453,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004943-eng.aspx,3289,NA,06DB
2377,4945,0,355 - Peter Ballantyne Cree Nation - 06530 - SOUTHEND 200 / 0602515305,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,0,912,1044,1044,1111,47,Saskatchewan,822,Southend 200,3,Desnethé--Missinippi--Churchill River,CA,Canada,56.290845,-103.200453,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004945-eng.aspx,3291,NA,06DB
2378,4946,0,351 - Fond du Lac - 06502 - FOND DU LAC 228 / 0602515405,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,0,112,457,927,949,47,Saskatchewan,90,"Division No. 18, Unorganized",3,Desnethé--Missinippi--Churchill River,CA,Canada,59.297201,-107.203501,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004946-eng.aspx,3292,NA,710
2379,4948,0,406 - Ahtahkakoop - 06610 - AHTAHKAKOOP 104 / 0602515605,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,34,504,1475,4456,13250,47,Saskatchewan,860,Ahtahkakoop 104,3,Desnethé--Missinippi--Churchill River,CA,Canada,53.350397,-106.885882,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004948-eng.aspx,3294,NA,05GF
2380,4950,0,400 - English River First Nation - 06598 - WAPACHEWUNAK 192D / 0602515805,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,0,148,642,642,1246,47,Saskatchewan,814,Wapachewunak 192D,3,Desnethé--Missinippi--Churchill River,CA,Canada,55.965204,-107.732243,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004950-eng.aspx,3296,NA,06BB
2381,4951,0,394 - Canoe Lake Cree First Nation - 06581 - CANOE LAKE 165 / 0602515905,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,90,769,1260,1260,3369,47,Saskatchewan,817,Canoe Lake 165,3,Desnethé--Missinippi--Churchill River,CA,Canada,55.115232,-108.205549,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004951-eng.aspx,3297,NA,06BB
2382,4952,0,394 - Canoe Lake Cree First Nation - 06581 - CANOE LAKE 165 / 0602516005,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,91,769,1260,1260,3369,47,Saskatchewan,817,Canoe Lake 165,3,Desnethé--Missinippi--Churchill River,CA,Canada,55.115222,-108.205529,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004952-eng.aspx,3298,NA,06BB
2383,4954,0,396 - Makwa Sahgaiehcan First Nation - 06588 - MAKWA LAKE 129B / 0602516205,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,134,1047,1344,1988,12845,47,Saskatchewan,56,Loon Lake No. 561,3,Desnethé--Missinippi--Churchill River,CA,Canada,54.038853,-109.141379,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004954-eng.aspx,3300,NA,06AD
2384,4955,0,401 - Clearwater River Dene - 06601 - CLEARWATER RIVER DENE 222 / 0602516305,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,84,1996,3192,3192,3901,47,Saskatchewan,839,Clearwater River Dene 222,3,Desnethé--Missinippi--Churchill River,CA,Canada,56.536698,-109.460573,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004955-eng.aspx,3301,NA,06BA
2385,4956,0,403 - Birch Narrows First Nation - 06605 - TURNOR LAKE 193B / 0602516405,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,434,625,625,625,3662,47,Saskatchewan,819,Turnor Lake 193B,3,Desnethé--Missinippi--Churchill River,CA,Canada,56.466547,-108.685577,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004956-eng.aspx,3302,NA,06BA
2386,4957,0,392 - Muskowekwan - 06579 - MUSKOWEKWAN 85 / 0602516505,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,20,320,754,2893,9386,47,Saskatchewan,822,Muskowekwan 85,8,Regina--Qu'Appelle,CA,Canada,51.316896,-104.069929,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004957-eng.aspx,3303,NA,05JK
2387,4958,0,355 - Peter Ballantyne Cree Nation - 06620 - DESCHAMBAULT LAKE INDIAN SETTLEMENT / 0602516605,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,349,1060,1060,1060,3559,47,Saskatchewan,852,Kimosom Pwatinahk 203 (Deschambault Lake),3,Desnethé--Missinippi--Churchill River,CA,Canada,54.91131,-103.37944,4/27/2007,4/27/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004958-eng.aspx,3304,NA,05KF
2388,4959,0,351 - Fond du Lac - 06501 - FOND DU LAC 227 / 0602516705,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,24,351,755,949,949,47,Saskatchewan,824,Fond du Lac 227,3,Desnethé--Missinippi--Churchill River,CA,Canada,59.351961,-107.071112,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004959-eng.aspx,3305,NA,07LE
2389,4962,0,376 - Yellow Quill - 06560 - YELLOWQUILL NO. 90 - 0602517005,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,21,222,563,2864,9233,47,Saskatchewan,841,Yellowquill 90,14,Yorkton--Melville,CA,Canada,52.306325,-103.662915,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004962-eng.aspx,3308,NA,05LA
2390,4963,0,361 - Cowessess - 06543 - COWESSESS 73 / 0602517105,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,14,361,1101,4730,19519,47,Saskatchewan,803,Cowessess 73,13,Souris--Moose Mountain,CA,Canada,50.536655,-102.679475,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004963-eng.aspx,3309,NA,05JM
2391,4964,0,364 - Zagime Anishinabek - 06546 - SAKIMAY INDIAN RESERVE NO. 74 - 0602517205,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,NA,NA,NA,0,NA,0,0,0,5,142,759,4460,16437,47,Saskatchewan,805,Sakimay 74,13,Souris--Moose Mountain,CA,Canada,50.549127,-102.796485,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004964-eng.aspx,3310,NA,05JM
2392,4965,0,361 - Cowessess - 06543 - COWESSESS INDIAN RESERVE NO. 73 - 0602517305,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,NA,NA,NA,0,NA,0,0,0,14,361,1101,4730,19519,47,Saskatchewan,803,Cowessess 73,13,Souris--Moose Mountain,CA,Canada,50.536645,-102.679485,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004965-eng.aspx,3311,NA,05JM
2393,4966,0,405 - Pelican Lake - 06609 - CHITEK LAKE 191 - 0602517405,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,Other,NA,NA,0,NA,0,0,0,71,737,1104,2097,7704,47,Saskatchewan,863,Chitek Lake 191,3,Desnethé--Missinippi--Churchill River,CA,Canada,53.700739,-107.738339,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004966-eng.aspx,3312,NA,06AD
2394,4967,0,404 - Big River - 06607 - BIG RIVER 118 / 0602517505,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,27,768,1757,3148,11069,47,Saskatchewan,858,Big River 118,3,Desnethé--Missinippi--Churchill River,CA,Canada,53.604139,-107.133037,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004967-eng.aspx,3313,NA,06AE
2395,4968,0,349 - Thunderchild First Nation - 06491 - THUNDERCHILD FIRST NATION 115B / 0602517605,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,37,520,980,3328,8242,47,Saskatchewan,803,Thunderchild First Nation 115B,1,Battlefords--Lloydminster,CA,Canada,53.497102,-108.893035,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004968-eng.aspx,3314,NA,05EG
2396,4969,0,383 - Pasqua First Nation #79 - 06569 - PASQUA INDIAN RESERVE NO. 79 - 0602517705,S,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,Fuel Related Practices,NA,NA,NA,0,NA,0,0,0,17,371,930,7630,48888,47,Saskatchewan,812,Pasqua 79,8,Regina--Qu'Appelle,CA,Canada,50.746184,-104.015511,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004969-eng.aspx,3315,NA,05JK
2397,4970,0,397 - Ministikwan Lake Cree Nation - 06590 - MINISTIKWAN 161 / 0602517805,C,NA,NA,NA,ISC,Indigenous Services Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,20,253,659,1433,13103,47,Saskatchewan,809,Ministikwan 161,3,Desnethé--Missinippi--Churchill River,CA,Canada,54.044867,-109.636553,8/22/2006,8/22/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00004970-eng.aspx,3316,NA,06AD
