,FederalSit,Property_N,Site_Name_,CurrentSit,ClassType,ClassEN,Location_E,DOB_Identi,DOB_Name_E,Involvemen,Involvem_1,PropertyTy,Property_1,Contaminan,Contamin_1,Contaminat,Management,Additional,Action_EN,NonFedOwne,NonFedOw_1,EstCubicMe,EstHectare,EstTonsCon,Population,Populati_1,Populati_2,Populati_3,Populati_4,Province_C,Province_N,Census_Sub,Census_S_1,Federal_El,Federal__1,Country_Co,Country_Na,Latitude,Longitude,Created,Modified,FCSILink_E,mi_prinx,PRV_WSHD_I,NHN_TWS_ID
53,57,0,CORONATION GULF #5,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,11,273,722,1866,2110,62,Nunavut,59,Kugluktuk,1,Nunavut,CA,Canada,67.820278,-114.9725,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000057-eng.aspx,57,NA,10QA
54,58,0,Hope Lake - Husky Creek,C,2,Medium Priority for Action,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,"Metal, metalloid, and organometallic, PHCs (petroleum hydrocarbons)","Not Available, Other medium",Former Mineral Exploration Sites,Remediation,NA,NA,0,NA,0,1,0,0,0,0,0,914,62,Nunavut,98,"Kitikmeot, Unorganized",1,Nunavut,CA,Canada,67.540556,-116.191389,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000058-eng.aspx,58,NA,10PC
55,59,0,COPPERMINE MOUNTAINS #1,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,62,Nunavut,98,"Kitikmeot, Unorganized",1,Nunavut,CA,Canada,67.300833,-116.190278,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000059-eng.aspx,59,NA,10PC
56,60,0,COPPERMINE MOUNTAINS #2,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,62,Nunavut,98,"Kitikmeot, Unorganized",1,Nunavut,CA,Canada,67.343333,-116.3575,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000060-eng.aspx,60,NA,10OC
57,61,0,COPPERMINE RIVER/MUSKOX RAPIDS,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,559,62,Nunavut,98,"Kitikmeot, Unorganized",1,Nunavut,CA,Canada,67.368056,-115.757222,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000061-eng.aspx,61,NA,10PC
58,62,0,COPPERMINE/DISMAL LAKE #2,C,N,Not a Priority for Action,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,Fuel Related Practices,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,62,Nunavut,98,"Kitikmeot, Unorganized",1,Nunavut,CA,Canada,67.448056,-117.199167,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000062-eng.aspx,62,NA,10PC
59,63,0,COPPERMINE RIVER / BURNT CR.,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,284,62,Nunavut,98,"Kitikmeot, Unorganized",1,Nunavut,CA,Canada,67.330833,-115.74,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000063-eng.aspx,63,NA,10PC
60,64,0,COPPERMINE RIVER ESTUARY,C,N,Not a Priority for Action,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,Former Mineral Exploration Sites,NA,NA,NA,0,NA,0,0,0,11,244,794,1943,2110,62,Nunavut,59,Kugluktuk,1,Nunavut,CA,Canada,67.827287,-115.026694,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000064-eng.aspx,64,NA,10PC
61,65,0,COPPERMINE RIVER #2,C,N,Not a Priority for Action,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,Former Mineral Exploration Sites,NA,NA,NA,0,NA,0,0,0,11,255,952,1983,2110,62,Nunavut,59,Kugluktuk,1,Nunavut,CA,Canada,67.8047,-115.084444,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000065-eng.aspx,65,NA,10PC
62,66,0,COPPERMINE RIVER #1,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,177,62,Nunavut,98,"Kitikmeot, Unorganized",1,Nunavut,CA,Canada,67.318056,-115.756667,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000066-eng.aspx,66,NA,10PC
63,67,0,"VIKING YELLOWKNIFE GOLD MINE (ARELENE; BBB CLAIMS; MAX, OLA )",C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,9,61,Northwest Territories,97,"Region 6, Unorganized",1,Northwest Territories,CA,Canada,63.10621,-114.05905,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000067-eng.aspx,67,NA,07SB
64,68,0,BULLMOOSE LAKE MINE (FORMERLY MANN LAKE),A,1,High Priority for Action,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,"Metal, metalloid, and organometallic, PHCs (petroleum hydrocarbons)","Other medium, Sediment, Soil",Former Mineral Exploration Sites,"Remediation, Continous Monitoring",NA,NA,0,NA,1122422,0,0,0,0,0,2,139,61,Northwest Territories,97,"Region 6, Unorganized",1,Northwest Territories,CA,Canada,62.340556,-112.746389,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000068-eng.aspx,68,NA,07SC
65,69,0,"INDIN LAKE/DIVERSIFIED (ARSENO, INDIGO ZONE, NO.2 DEPOSIT, MAIN ZONE, A ZONE, NO. 6 VEIN)",A,1,High Priority for Action,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,"Metal, metalloid, and organometallic",Surface soil,Former Mineral Exploration Sites,Other,NA,NA,0,NA,81611,0,0,0,0,0,0,104,61,Northwest Territories,97,"Region 6, Unorganized",1,Northwest Territories,CA,Canada,64.273611,-115.204722,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000069-eng.aspx,69,NA,07SA
66,70,0,CORONATION GULF,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,11,250,752,1919,2110,62,Nunavut,59,Kugluktuk,1,Nunavut,CA,Canada,67.828889,-115.006389,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000070-eng.aspx,70,NA,10PC
67,71,0,CORONATION GULF,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,11,250,752,1919,2110,62,Nunavut,59,Kugluktuk,1,Nunavut,CA,Canada,67.828889,-115.006389,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000071-eng.aspx,71,NA,10PC
68,72,0,CORONATION GULF,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,11,250,752,1919,2110,62,Nunavut,59,Kugluktuk,1,Nunavut,CA,Canada,67.828889,-115.006389,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000072-eng.aspx,72,NA,10PC
69,73,0,CORONATION GULF,C,N,Not a Priority for Action,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,Former Mineral Exploration Sites,NA,NA,NA,0,NA,0,0,0,11,250,752,1919,2110,62,Nunavut,59,Kugluktuk,1,Nunavut,CA,Canada,67.828889,-115.006389,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000073-eng.aspx,73,NA,10PC
70,74,0,CORONATION GULF,C,N,Not a Priority for Action,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,Former Mineral Exploration Sites,NA,NA,NA,0,NA,0,0,0,11,250,752,1919,2110,62,Nunavut,59,Kugluktuk,1,Nunavut,CA,Canada,67.828889,-115.006389,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000074-eng.aspx,74,NA,10PC
71,75,0,CORONATION GULF,C,N,Not a Priority for Action,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,Former Mineral Exploration Sites,NA,NA,NA,0,NA,0,0,0,11,250,752,1919,2110,62,Nunavut,59,Kugluktuk,1,Nunavut,CA,Canada,67.828889,-115.006389,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000075-eng.aspx,75,NA,10PC
72,76,0,"EL BONANZA MINE (BONANZA EAST, BONANZA VEIN, SPUD VEIN)",A,1,High Priority for Action,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,"Metal, metalloid, and organometallic, PHCs (petroleum hydrocarbons)","Soil, Surface water",Former Mineral Exploration Sites,Remediation,NA,NA,0,NA,5500,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 2, Unorganized",1,Northwest Territories,CA,Canada,66.004137,-118.073309,1/26/2006,1/26/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000076-eng.aspx,76,NA,10JA
73,77,0,CORONATION GULF,C,N,Not a Priority for Action,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,Former Mineral Exploration Sites,NA,NA,NA,0,NA,0,0,0,11,250,752,1919,2110,62,Nunavut,59,Kugluktuk,1,Nunavut,CA,Canada,67.828889,-115.006389,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000077-eng.aspx,77,NA,10PC
74,78,0,CORONATION GULF,C,N,Not a Priority for Action,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,Former Mineral Exploration Sites,NA,NA,NA,0,NA,0,0,0,11,250,752,1919,2110,62,Nunavut,59,Kugluktuk,1,Nunavut,CA,Canada,67.828889,-115.006389,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000078-eng.aspx,78,NA,10PC
75,79,0,CORONATION GULF,C,N,Not a Priority for Action,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,Former Mineral Exploration Sites,NA,NA,NA,0,NA,0,0,0,11,250,752,1919,2110,62,Nunavut,59,Kugluktuk,1,Nunavut,CA,Canada,67.828889,-115.006389,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000079-eng.aspx,79,NA,10PC
76,80,0,RESOLUTION BAY,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,302,645,61,Northwest Territories,97,"Region 5, Unorganized",1,Northwest Territories,CA,Canada,61.07776,-114.11354,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000080-eng.aspx,80,NA,701
77,81,0,CORONATION GULF,C,N,Not a Priority for Action,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,Former Mineral Exploration Sites,NA,NA,NA,0,NA,0,0,0,11,250,752,1919,2110,62,Nunavut,59,Kugluktuk,1,Nunavut,CA,Canada,67.828889,-115.006389,2/13/2008,2/13/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000081-eng.aspx,81,NA,10PC
78,82,0,ANDERSON RIVER/BLUENOSE LAKE A,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,70.016617,-128.340783,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000082-eng.aspx,82,NA,10NE
79,83,0,ANDERSON RIVER/BLUENOSE LAKE AREA,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,PHCs (petroleum hydrocarbons),Surface soil,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1,62,Nunavut,98,"Kitikmeot, Unorganized",1,Nunavut,CA,Canada,68.241667,-114.221667,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000083-eng.aspx,83,NA,10OC
80,84,0,BANKS ISLAND # 01,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,73,-123,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000084-eng.aspx,84,NA,10TA
81,85,0,BANKS ISLAND # 02,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,73.04471,-124.71764,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000085-eng.aspx,85,NA,10TA
82,86,0,BANKS ISLAND # 04,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,PHCs (petroleum hydrocarbons),Surface soil,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,72,-121,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000086-eng.aspx,86,NA,10TA
83,87,0,BANKS ISLAND # 06,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,73.998083,-123.007717,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000087-eng.aspx,87,NA,10TA
84,88,0,BANKS ISLAND # 07,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,74.425278,-123.608611,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000088-eng.aspx,88,NA,10TB
85,89,0,BANKS ISLAND # 08,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,74.40515,-124.0584,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000089-eng.aspx,89,NA,10TB
86,90,0,BANKS ISLAND # 09,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,74.396817,-124.214483,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000090-eng.aspx,90,NA,10TB
87,91,0,BANKS ISLAND # 24,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,73.816667,-119.9,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000091-eng.aspx,91,NA,10TB
88,92,0,BANKS ISLAND # 25,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,PHCs (petroleum hydrocarbons),Surface soil,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,73.516667,-120.3,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000092-eng.aspx,92,NA,10TB
89,93,0,BANKS ISLAND # 27,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,PHCs (petroleum hydrocarbons),Surface soil,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,72.88078,-125.04611,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000093-eng.aspx,93,NA,10TA
90,94,0,BANKS ISLAND # 29,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,72.61894,-125.00038,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000094-eng.aspx,94,NA,10TA
91,95,0,BANKS ISLAND # 30,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,71.783611,-121.433333,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000095-eng.aspx,95,NA,10TA
92,96,0,BERNARD IS. # 01,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,74,-124,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000096-eng.aspx,96,NA,10TA
93,97,0,BERNARD IS. # 02,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,74,-124,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000097-eng.aspx,97,NA,10TA
94,98,0,BERNARD IS. # 03,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,74,-124,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000098-eng.aspx,98,NA,10TA
95,99,0,ERNEST LAKES,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,43,199,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,67.19116,-133.59461,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000099-eng.aspx,99,NA,10LA
96,100,0,SANS SAULT / EAST MOUNTAIN AREA,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 2, Unorganized",1,Northwest Territories,CA,Canada,65.67278,-128.81697,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000100-eng.aspx,100,NA,10KD
97,101,0,GORE ISLANDS (2 SITES),C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,74.299167,-125.050967,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000101-eng.aspx,101,NA,10TA
98,102,0,HORNADAY LAKE AREA E. SIDE,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,69,-121,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000102-eng.aspx,102,NA,10OB
99,103,0,HORNADAY LAKE W. SIDE,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,69.017533,-128.966966,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000103-eng.aspx,103,NA,10ND
100,104,0,HORTON LAKE # 3,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 2, Unorganized",1,Northwest Territories,CA,Canada,67.6,-121.5,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000104-eng.aspx,104,NA,10OA
101,105,0,IBBETT BAY,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,75.833333,-115.761111,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000105-eng.aspx,105,NA,10VB
102,106,0,INUVIK,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,3348,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,67.976917,-133.987333,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000106-eng.aspx,106,NA,10LC
103,107,0,WESTERN MINING CO. CAMP (KUUK RIVER AREA) L-21 (VICTORIA ISLAND),C,3,Low Priority for Action,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,PHCs (petroleum hydrocarbons),Soil,NA,Remediation,NA,NA,0,NA,2,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 1, Unorganized",1,Northwest Territories,CA,Canada,71.58262,-111.94124,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000107-eng.aspx,107,NA,10TH
104,108,0,LAC BELOT # 2/COLVILLE LAKE (,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,8,63,147,147,61,Northwest Territories,63,"Region 2, Unorganized",1,Northwest Territories,CA,Canada,66.991667,-126.241667,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000108-eng.aspx,108,NA,10LD
105,109,0,MACKENZIE RIVER SHORELINE # 01,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,615,615,61,Northwest Territories,63,"Region 2, Unorganized",1,Northwest Territories,CA,Canada,64.91139,-125.81028,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000109-eng.aspx,109,NA,10KA
106,110,0,MACKENZIE RIVER SHORELINE # 02,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 2, Unorganized",1,Northwest Territories,CA,Canada,64.29517,-124.56863,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000110-eng.aspx,110,NA,10HC
107,111,0,MACKENZIE RIVER SHORELINE # 19,C,NA,NA,NA,NOR,Crown-Indigenous Relations and Northern Affairs Canada,9,Other Canada Lands,C,Canada Lands,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,61,Northwest Territories,63,"Region 2, Unorganized",1,Northwest Territories,CA,Canada,67.18501,-130.23207,6/16/2006,6/16/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00000111-eng.aspx,111,NA,10LB
