,comments,useanalysi,cabd_id,fallnameen,municipali,completele,passabilit,waterbodyn,waterbody1,completel1,lastmodifi,passabili1,fallheight,datasource,featuretyp,provincete,provincet1,fallnamefr,PRPWSHID,NHN4DWSH,Longitude,Latitude
15216,NA,1,aff21f60-dad8-4540-b090-56d61050cec9,NA,Peace River B,1,Unknown,Mulvaney Creek,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/aff21f60-dad8-4540-b090-56d61050cec9,waterfalls,bc,British Columbia,NA,BC_208,07EA,-126.9865563,57.4127042
15217,NA,1,aff5e805-2c7a-43c8-b76f-d0da1c224980,NA,Stikine Region,2,Barrier,NA,NA,Minimal,6/8/2022,1,5,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/aff5e805-2c7a-43c8-b76f-d0da1c224980,waterfalls,bc,British Columbia,NA,BC_142,08EB,-127.9494165,56.01929285
15218,NA,1,affa6ec5-e793-4c90-a321-4a3ea6dc7935,NA,Bulkley-Nechako F,1,Unknown,NA,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/affa6ec5-e793-4c90-a321-4a3ea6dc7935,waterfalls,bc,British Columbia,NA,BC_25,08JC,-124.3790469,53.58030134
15219,NA,1,affe0165-6631-4bce-a326-ffbd93633af0,NA,Fraser-Fort George F,1,Unknown,Framstead Creek,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/affe0165-6631-4bce-a326-ffbd93633af0,waterfalls,bc,British Columbia,NA,BC_65,08KB,-120.8066291,54.37272527
15220,NA,0,b01c96ce-c34f-49ef-9539-deac27d210f9,NA,Alberni-Clayoquot C,1,Unknown,NA,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b01c96ce-c34f-49ef-9539-deac27d210f9,waterfalls,bc,British Columbia,NA,BC_29,08HC,-125.4226209,49.16326993
15221,NA,1,b01e3c70-6227-4f2f-a82e-3b0ad70ce24f,NA,Columbia-Shuswap A,2,Barrier,Goosegrass Creek,NA,Minimal,6/8/2022,1,45,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b01e3c70-6227-4f2f-a82e-3b0ad70ce24f,waterfalls,bc,British Columbia,NA,BC_30,08NB,-118.2546808,52.01424327
15222,NA,1,b01ebb5a-34c3-4ef8-bb5c-6ab1081940e8,NA,Kitimat-Stikine C (Part 1),2,Barrier,NA,NA,Minimal,6/8/2022,1,10,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b01ebb5a-34c3-4ef8-bb5c-6ab1081940e8,waterfalls,bc,British Columbia,NA,BC_246,08EF,-127.8846221,54.77177851
15223,NA,1,b020e334-f63c-4452-8991-4cb455609ae4,NA,Bulkley-Nechako C,1,Unknown,NA,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b020e334-f63c-4452-8991-4cb455609ae4,waterfalls,bc,British Columbia,NA,BC_135,08JD,-125.6422908,55.15558407
15224,NA,0,b02ab00a-84c3-4bc1-bc4d-4585c6a190f2,NA,Columbia-Shuswap A,2,Partial Barrier,Downie Creek,NA,Minimal,6/8/2022,2,3,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b02ab00a-84c3-4bc1-bc4d-4585c6a190f2,waterfalls,bc,British Columbia,NA,BC_30,08NB,-117.3713512,51.32682657
15225,NA,0,b02d8445-f136-473d-9099-091175a5b76d,NA,Central Kootenay J,2,Barrier,NA,NA,Minimal,6/8/2022,1,5,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b02d8445-f136-473d-9099-091175a5b76d,waterfalls,bc,British Columbia,NA,BC_96,08NE,-117.8788838,49.50726553
15226,NA,1,b0342abd-4a4e-4420-93d5-a1748501127a,NA,Central Kootenay G,2,Barrier,Noman Creek,NA,Minimal,6/8/2022,1,10,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b0342abd-4a4e-4420-93d5-a1748501127a,waterfalls,bc,British Columbia,NA,BC_96,08NE,-117.2738422,49.3910936
15227,NA,1,b07164b7-d4d7-4c6e-bfb6-43ff2fa678a8,NA,Kitimat-Stikine C (Part 1),2,Partial Barrier,Nilah Creek,NA,Minimal,6/8/2022,2,3,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b07164b7-d4d7-4c6e-bfb6-43ff2fa678a8,waterfalls,bc,British Columbia,NA,BC_246,08EF,-127.8213552,54.48278482
15228,NA,1,b0808e65-bfdb-47b4-b8bd-8fc97e3d8e21,NA,Kitimat-Stikine C (Part 1),1,Unknown,NA,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b0808e65-bfdb-47b4-b8bd-8fc97e3d8e21,waterfalls,bc,British Columbia,NA,BC_88,08EGB,-129.0410416,54.7731189
15229,NA,1,b0826982-73c0-47ba-8fe5-7d9631d7e368,NA,Fraser Valley F,1,Unknown,Iceworm Creek,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b0826982-73c0-47ba-8fe5-7d9631d7e368,waterfalls,bc,British Columbia,NA,BC_103,08MHB,-122.7447411,49.80918389
15230,NA,1,b08d9460-0d7c-4084-baac-6d138e41a8e6,NA,Cariboo C,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,2.9,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b08d9460-0d7c-4084-baac-6d138e41a8e6,waterfalls,bc,British Columbia,NA,BC_171,08KH,-122.1527015,52.81147503
15231,NA,1,b0947244-62ea-4e3d-ba9e-1a5160ff1abc,NA,Alberni-Clayoquot C,2,Barrier,Clayoquot River,NA,Minimal,6/8/2022,1,200,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b0947244-62ea-4e3d-ba9e-1a5160ff1abc,waterfalls,bc,British Columbia,NA,BC_29,08HC,-125.4976153,49.25265581
15232,NA,1,b09ebaa9-0b83-4676-a894-5b1e70e8c172,NA,Sunshine Coast F,2,Barrier,Mcnab Creek,NA,Minimal,6/8/2022,1,10,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b09ebaa9-0b83-4676-a894-5b1e70e8c172,waterfalls,bc,British Columbia,NA,BC_190,08GAA,-123.4027968,49.59816782
15233,NA,1,b0c8887e-21fd-4314-bf4a-3e94fe7500df,NA,Kootenay Boundary B / Lower Columbia-Old-Glory,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,1,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b0c8887e-21fd-4314-bf4a-3e94fe7500df,waterfalls,bc,British Columbia,NA,BC_96,08NE,-117.7529855,49.22005218
15234,NA,1,b0e29744-07c4-412b-8a00-3ed640803b20,NA,Columbia-Shuswap B,1,Unknown,Gainer Creek,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b0e29744-07c4-412b-8a00-3ed640803b20,waterfalls,bc,British Columbia,NA,BC_44,08NH,-117.3404754,50.667842
15235,NA,1,b0e61d9a-60b3-4a04-95eb-24470f1059e3,NA,Fraser-Fort George G,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,4,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b0e61d9a-60b3-4a04-95eb-24470f1059e3,waterfalls,bc,British Columbia,NA,BC_166,07EE,-121.8307701,54.57110553
15236,NA,0,b0ea17a1-8f28-4b28-89eb-299d28434357,NA,Strathcona C,2,Partial Barrier,Clear Creek,NA,Minimal,6/8/2022,2,3.5,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b0ea17a1-8f28-4b28-89eb-299d28434357,waterfalls,bc,British Columbia,NA,BC_34,08HB,-125.2303868,50.22280083
15237,NA,1,b0f0bf53-88f5-46b1-be66-8310548cef79,NA,Kitimat-Stikine A,2,Partial Barrier,Aluk Creek,NA,Minimal,6/8/2022,2,2.5,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b0f0bf53-88f5-46b1-be66-8310548cef79,waterfalls,bc,British Columbia,NA,BC_112,08DBA,-128.4577297,55.61936736
15238,NA,1,b0f1755a-9da9-4fac-9abb-52ba48e68293,NA,Stikine Region,2,Barrier,Sheladamus Creek,NA,Minimal,6/8/2022,1,10,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b0f1755a-9da9-4fac-9abb-52ba48e68293,waterfalls,bc,British Columbia,NA,BC_142,08EB,-127.9717691,56.04490857
15239,NA,0,b0ff0e33-cb7a-4f62-bfec-1475298aaf71,NA,Kitimat-Stikine C (Part 2),1,Unknown,Kiltuish River,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b0ff0e33-cb7a-4f62-bfec-1475298aaf71,waterfalls,bc,British Columbia,NA,BC_80,08FD,-128.3542419,53.24824223
15240,NA,1,b1076767-53ef-40be-bb23-ca0903acc5ba,NA,North Coast D,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,4,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1076767-53ef-40be-bb23-ca0903acc5ba,waterfalls,bc,British Columbia,NA,BC_60,08OA,-132.546074,53.45712307
15241,NA,1,b1131900-b1f0-4934-816e-41298e7faa10,NA,Peace River E,2,Barrier,Gething Creek,NA,Minimal,6/8/2022,1,10,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1131900-b1f0-4934-816e-41298e7faa10,waterfalls,bc,British Columbia,NA,BC_235,07FA,-122.251626,55.9983859
15242,NA,0,b11962a8-ea67-4110-81a5-d78497db1f2e,NA,East Kootenay G,1,Unknown,Tokumm Creek,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b11962a8-ea67-4110-81a5-d78497db1f2e,waterfalls,bc,British Columbia,NA,BC_91,08NF,-116.200436,51.24643565
15243,NA,0,b11d1d7f-8bde-45cd-92e9-1ad7bac95586,NA,Bulkley-Nechako C,2,Barrier,Tildesley Creek,NA,Minimal,6/8/2022,1,12,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b11d1d7f-8bde-45cd-92e9-1ad7bac95586,waterfalls,bc,British Columbia,NA,BC_242,08JE,-125.5597332,54.92009716
15244,NA,1,b125c006-793c-4076-ac06-0d986dfd264a,NA,Central Coast A,1,Unknown,Smokehouse Creek,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b125c006-793c-4076-ac06-0d986dfd264a,waterfalls,bc,British Columbia,NA,BC_163,08FAB,-127.0361653,51.3210437
15245,NA,1,b1356695-e298-418b-8a85-0bda5e383bf4,NA,Peace River E,1,Unknown,Windrem Creek,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1356695-e298-418b-8a85-0bda5e383bf4,waterfalls,bc,British Columbia,NA,BC_168,07FB,-121.6862971,55.74589671
15246,NA,1,b140987a-6555-4630-b1d2-f718f01c167d,NA,North Coast C,1,Unknown,NA,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b140987a-6555-4630-b1d2-f718f01c167d,waterfalls,bc,British Columbia,NA,BC_170,08FG,-130.4004268,53.9228604
15247,NA,1,b1481e76-a96d-4fc3-8bef-a7f1c648c669,NA,Central Kootenay K,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,2,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1481e76-a96d-4fc3-8bef-a7f1c648c669,waterfalls,bc,British Columbia,NA,BC_216,08NE,-117.7285154,50.46037362
15248,NA,1,b1501792-272d-4524-b4ad-5f5ff12cdc5c,NA,Strathcona A,2,Barrier,Kaouk River,NA,Minimal,6/8/2022,1,6,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1501792-272d-4524-b4ad-5f5ff12cdc5c,waterfalls,bc,British Columbia,NA,BC_199,08HE,-126.8952248,50.07997173
15249,NA,0,b15bbcb6-a712-408c-9a8e-2d450e47e152,NA,Columbia-Shuswap B,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,2,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b15bbcb6-a712-408c-9a8e-2d450e47e152,waterfalls,bc,British Columbia,NA,BC_216,08NE,-118.0034516,50.80948159
15250,NA,1,a6b98192-ba4c-487f-ad20-1e110833050a,NA,East Kootenay E,1,Unknown,Redding Creek,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/a6b98192-ba4c-487f-ad20-1e110833050a,waterfalls,bc,British Columbia,NA,BC_187,08NG,-116.5831896,49.5842566
15251,NA,1,b162b3d2-55cb-463c-8e21-5811d843231c,NA,Fraser-Fort George G,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,2.7,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b162b3d2-55cb-463c-8e21-5811d843231c,waterfalls,bc,British Columbia,NA,BC_166,07EE,-121.8298062,54.56966893
15252,NA,1,b164fe58-ced3-4ca6-95b5-a3a6d1129a91,NA,Juan de Fuca,1,Unknown,Hemmingsen Creek,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b164fe58-ced3-4ca6-95b5-a3a6d1129a91,waterfalls,bc,British Columbia,NA,BC_178,08HA,-124.2588375,48.6352777
15253,NA,1,b169b922-8957-4806-97d3-bbb8a0637215,NA,Cowichan Valley F,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,2.6,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b169b922-8957-4806-97d3-bbb8a0637215,waterfalls,bc,British Columbia,NA,BC_178,08HA,-124.4603711,48.8221921
15254,NA,1,b17741d3-7b48-4d6b-971b-fcd1b346a1a7,NA,Strathcona A,2,Barrier,Mohun Creek,NA,Minimal,6/8/2022,1,6,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b17741d3-7b48-4d6b-971b-fcd1b346a1a7,waterfalls,bc,British Columbia,NA,BC_176,08HD,-125.4276405,50.10575424
15255,NA,1,b1788571-f65e-419e-953f-aee492b684e4,NA,Cowichan Valley F,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,2,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1788571-f65e-419e-953f-aee492b684e4,waterfalls,bc,British Columbia,NA,BC_36,08HA,-123.8983553,48.76658275
15256,NA,1,b184bfab-be72-4fe7-a116-092e36dc5527,NA,East Kootenay E,2,Partial Barrier,Cherry Creek,NA,Minimal,6/8/2022,2,1,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b184bfab-be72-4fe7-a116-092e36dc5527,waterfalls,bc,British Columbia,NA,BC_187,08NG,-115.9435367,49.8348464
15257,NA,1,b1994521-0d8f-4d0d-b74e-24e29a4c3382,NA,Juan de Fuca,1,Unknown,Jordan River,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1994521-0d8f-4d0d-b74e-24e29a4c3382,waterfalls,bc,British Columbia,NA,BC_178,08HA,-124.0461702,48.44201314
15258,NA,1,b19ba854-f97f-4c1e-a3c2-4940abdb4eef,NA,Kitimat-Stikine A,2,Barrier,NA,NA,Minimal,6/8/2022,1,7,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b19ba854-f97f-4c1e-a3c2-4940abdb4eef,waterfalls,bc,British Columbia,NA,BC_81,08DA,-129.2220387,55.75604185
15259,NA,1,b1a2f14e-18f1-49b1-b2c0-3b2db4b6faf8,NA,Alberni-Clayoquot C,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,1.5,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1a2f14e-18f1-49b1-b2c0-3b2db4b6faf8,waterfalls,bc,British Columbia,NA,BC_2,08HB,-125.3159823,49.12179312
15260,NA,0,b1a8926e-4b2a-4149-8355-d45d2e5059bd,NA,Cowichan Valley F,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,3,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1a8926e-4b2a-4149-8355-d45d2e5059bd,waterfalls,bc,British Columbia,NA,BC_178,08HA,-124.4621515,48.82919821
15261,NA,1,b1aa5de0-0c00-435b-8669-cb6dbfd94c69,NA,Bulkley-Nechako A,1,Unknown,NA,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1aa5de0-0c00-435b-8669-cb6dbfd94c69,waterfalls,bc,British Columbia,NA,BC_246,08EF,-127.7535276,54.81323219
15262,NA,1,b1b373e7-b6d6-4fd1-ba3d-5e613e836699,NA,Bulkley-Nechako B,2,Barrier,Gerow Creek,NA,Minimal,6/8/2022,1,10,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1b373e7-b6d6-4fd1-ba3d-5e613e836699,waterfalls,bc,British Columbia,NA,BC_54,08JB,-125.8877359,54.2832523
15263,NA,1,b1b3d89a-ee47-40f3-b712-7ed31b0023bd,NA,East Kootenay F,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,1,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1b3d89a-ee47-40f3-b712-7ed31b0023bd,waterfalls,bc,British Columbia,NA,BC_187,08NG,-116.1779711,50.08476526
15264,NA,0,b1bc2465-00bb-4ee2-894b-448b918c18c7,NA,Central Coast A,2,Barrier,NA,NA,Minimal,6/8/2022,1,15,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1bc2465-00bb-4ee2-894b-448b918c18c7,waterfalls,bc,British Columbia,NA,BC_155,08FD,-127.9848474,52.27768834
15265,NA,1,b1c09e27-4ed4-4672-b2c7-5c790b071f0e,NA,Sunshine Coast F,2,Barrier,NA,NA,Minimal,6/8/2022,1,10,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1c09e27-4ed4-4672-b2c7-5c790b071f0e,waterfalls,bc,British Columbia,NA,BC_73,08GB,-123.4856816,49.47994525
15266,NA,0,b1cb0e7b-7734-46da-9aa8-4e03f48a4dd5,NA,Cariboo F,2,Barrier,Gravel Creek,NA,Minimal,6/8/2022,1,10,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1cb0e7b-7734-46da-9aa8-4e03f48a4dd5,waterfalls,bc,British Columbia,NA,BC_171,08KH,-121.5408118,52.3407853
15267,NA,0,b1ce89a0-242e-4540-bd69-5b60af7fff46,NA,Fraser Valley B,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,1.5,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1ce89a0-242e-4540-bd69-5b60af7fff46,waterfalls,bc,British Columbia,NA,BC_55,08MF,-121.275692,49.62137513
15268,NA,1,b1d018ee-8089-4093-91ef-ddd014269c1e,NA,Alberni-Clayoquot A,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,3,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1d018ee-8089-4093-91ef-ddd014269c1e,waterfalls,bc,British Columbia,NA,BC_2,08HB,-124.6540031,49.02062864
15269,NA,1,b1db1a89-1dbe-48e7-96a6-4a31d3343eeb,NA,Peace River B,2,Barrier,NA,NA,Minimal,6/8/2022,1,10,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1db1a89-1dbe-48e7-96a6-4a31d3343eeb,waterfalls,bc,British Columbia,NA,BC_208,07EA,-126.8339162,57.53642713
15270,NA,1,b1e19654-c9df-4c1b-8ec9-4debf69b6158,NA,Squamish-Lillooet D,1,Unknown,Woodfibre Creek,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1e19654-c9df-4c1b-8ec9-4debf69b6158,waterfalls,bc,British Columbia,NA,BC_190,08GAA,-123.2771846,49.66498016
15271,NA,0,b1e301ed-bbb5-459d-a75c-6913ea1e8e25,NA,Kitimat-Stikine C (Part 1),1,Unknown,NA,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1e301ed-bbb5-459d-a75c-6913ea1e8e25,waterfalls,bc,British Columbia,NA,BC_246,08EF,-127.8912932,54.84224954
15272,NA,0,b1e622ea-c702-4bbc-be33-05e60397a5a2,NA,Mount Waddington B,2,Partial Barrier,Bear Creek,NA,Minimal,6/8/2022,2,1.3,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1e622ea-c702-4bbc-be33-05e60397a5a2,waterfalls,bc,British Columbia,NA,BC_66,08HF,-127.9739881,50.53727287
15273,NA,1,b1e7bf06-91e9-4008-9a03-d2757b3ca2a9,NA,Fraser Valley A,2,Barrier,NA,NA,Minimal,6/8/2022,1,30,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1e7bf06-91e9-4008-9a03-d2757b3ca2a9,waterfalls,bc,British Columbia,NA,BC_55,08MF,-122.0205734,49.89013682
15274,NA,0,b1eb0a77-d634-4a06-aa44-214e61bdaa70,NA,Mount Waddington C,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,3,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1eb0a77-d634-4a06-aa44-214e61bdaa70,waterfalls,bc,British Columbia,NA,BC_17,08HE,-127.2193248,50.32870265
15275,NA,1,b1ed8976-90a0-4ba5-81f9-9795531ec498,NA,Bulkley-Nechako B,2,Barrier,Cross Creek,NA,Minimal,6/8/2022,1,6,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1ed8976-90a0-4ba5-81f9-9795531ec498,waterfalls,bc,British Columbia,NA,BC_5,08EC,-125.7214938,54.5124162
15276,NA,1,b1ef1a11-d89a-4a3e-86a6-046edf1fa757,NA,Bulkley-Nechako F,1,Unknown,NA,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1ef1a11-d89a-4a3e-86a6-046edf1fa757,waterfalls,bc,British Columbia,NA,BC_25,08JC,-124.4421229,53.58949081
15277,NA,1,b1f7da80-7b0e-4d9e-b8e2-c1fe114c6c62,NA,Kitimat-Stikine D,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,0.6,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1f7da80-7b0e-4d9e-b8e2-c1fe114c6c62,waterfalls,bc,British Columbia,NA,BC_125,08CF,-131.7820776,57.22578771
15278,NA,1,b1f896ea-1df0-4f70-9a9a-8b9fd3caa011,NA,Columbia-Shuswap B,1,Unknown,Tangier River,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1f896ea-1df0-4f70-9a9a-8b9fd3caa011,waterfalls,bc,British Columbia,NA,BC_216,08NE,-117.8614808,51.36156068
15279,NA,1,b1fd783f-0128-41d4-acfb-48f364a1e6ad,NA,Cariboo F,2,Barrier,Wiggins Creek,NA,Minimal,6/8/2022,1,6,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1fd783f-0128-41d4-acfb-48f364a1e6ad,waterfalls,bc,British Columbia,NA,BC_171,08KH,-121.5866534,52.31682389
15280,NA,1,b1fe4017-f61a-4f2c-a408-17b8efb24da7,NA,Kitimat-Stikine C (Part 1),2,Barrier,NA,NA,Minimal,6/8/2022,1,5,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1fe4017-f61a-4f2c-a408-17b8efb24da7,waterfalls,bc,British Columbia,NA,BC_246,08EF,-127.8550054,54.80613493
15281,NA,1,b1fe6019-1508-4a96-b14e-c9461870460d,NA,Cariboo F,1,Unknown,NA,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b1fe6019-1508-4a96-b14e-c9461870460d,waterfalls,bc,British Columbia,NA,BC_23,08KH,-121.0846215,52.76766498
15282,NA,1,a84490c1-622b-4f9e-9bb8-180c272b49f5,NA,Cariboo F,2,Barrier,NA,NA,Minimal,6/8/2022,1,6,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/a84490c1-622b-4f9e-9bb8-180c272b49f5,waterfalls,bc,British Columbia,NA,BC_171,08KH,-121.7657876,52.69867427
15283,NA,1,b207bd19-ff89-44e4-b840-19e2300593c3,NA,Cariboo G,2,Partial Barrier,Little Bridge Creek,NA,Minimal,6/8/2022,2,2,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b207bd19-ff89-44e4-b840-19e2300593c3,waterfalls,bc,British Columbia,NA,BC_16,08LA,-121.4271794,51.62324995
15284,NA,1,b229cb40-08bb-4b39-9749-aef1366f2c0a,NA,Kitimat-Stikine A,1,Unknown,NA,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b229cb40-08bb-4b39-9749-aef1366f2c0a,waterfalls,bc,British Columbia,NA,BC_81,08DA,-129.2628953,56.15814974
15285,NA,0,b22ece8f-f650-405d-903d-f63d357ebf67,NA,Central Okanagan,2,Partial Barrier,NA,NA,Minimal,6/8/2022,2,4,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b22ece8f-f650-405d-903d-f63d357ebf67,waterfalls,bc,British Columbia,NA,BC_161,08NM,-118.999145,49.99589814
15286,NA,1,b23184dd-f518-423c-bb65-ee8ee5c6b757,NA,North Okanagan D,2,Partial Barrier,Damfino Creek,NA,Minimal,6/8/2022,2,3,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b23184dd-f518-423c-bb65-ee8ee5c6b757,waterfalls,bc,British Columbia,NA,BC_78,08NN,-118.8613889,49.83584006
15287,NA,0,b235533c-a4ef-4584-9444-75aedb4c8105,NA,North Coast D,1,Unknown,NA,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b235533c-a4ef-4584-9444-75aedb4c8105,waterfalls,bc,British Columbia,NA,BC_60,08OA,-132.6356017,53.86312434
15288,NA,0,b24275b8-9251-482c-bfb4-827fa4365f3b,NA,Stikine Region,2,Barrier,Guish Creek,NA,Minimal,6/8/2022,1,6,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b24275b8-9251-482c-bfb4-827fa4365f3b,waterfalls,bc,British Columbia,NA,BC_142,08EB,-127.9798511,56.035514
15289,NA,1,b253b99d-3fde-4197-b56e-9db962006415,NA,Fraser Valley A,2,Barrier,Fraser River,NA,Minimal,6/8/2022,1,9,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b253b99d-3fde-4197-b56e-9db962006415,waterfalls,bc,British Columbia,NA,BC_55,08MF,-121.449787,49.7812603
15290,NA,1,b2543c1f-9fb3-4f71-be4a-5cf9bf4919af,NA,East Kootenay C,2,Barrier,NA,NA,Minimal,6/8/2022,1,10,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b2543c1f-9fb3-4f71-be4a-5cf9bf4919af,waterfalls,bc,British Columbia,NA,BC_90,08NH,-115.9973786,49.16002053
15291,NA,0,b25cb75c-3960-4c82-8aa3-43eb6ac18c32,NA,Cowichan Valley E,1,Unknown,Neel Creek,NA,Unverified,6/8/2022,4,0,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b25cb75c-3960-4c82-8aa3-43eb6ac18c32,waterfalls,bc,British Columbia,NA,BC_36,08HA,-123.6654971,48.71911595
15292,NA,1,b333c280-2349-43ef-a304-eda2e59e3e67,Bowman Falls,Central Kootenay J,3,Partial Barrier,Bowman Creek,NA,Moderate,6/8/2022,2,1.4,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b333c280-2349-43ef-a304-eda2e59e3e67,waterfalls,bc,British Columbia,NA,BC_96,08NE,-118.1538465,49.53170701
15293,NA,0,b25edcf3-be77-4489-963c-2821ea4cca6c,NA,East Kootenay E,2,Partial Barrier,Parkers Creek,NA,Minimal,6/8/2022,2,3,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/b25edcf3-be77-4489-963c-2821ea4cca6c,waterfalls,bc,British Columbia,NA,BC_187,08NG,-116.5041019,49.61299917
