NPRI_Site_ID,Substance_Name,release_type,Reporting_Year
30951,Volatile Organic Compounds (VOCs),Releases to Air,2018
30952,Volatile Organic Compounds (VOCs),Releases to Air,2019
30953,Carbon monoxide,Releases to Air,2018
30953,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
30953,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
30953,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
30953,Sulphur dioxide,Releases to Air,2018
30953,Total particulate matter,Releases to Air,2018
30953,Volatile Organic Compounds (VOCs),Releases to Air,2018
30954,Carbon monoxide,Releases to Air,2019
30954,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
30954,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
30954,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
30954,Sulphur dioxide,Releases to Air,2019
30954,Total particulate matter,Releases to Air,2019
30954,Volatile Organic Compounds (VOCs),Releases to Air,2019
30955,Carbon monoxide,Releases to Air,2018
30955,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
30955,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
30955,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
30955,Sulphur dioxide,Releases to Air,2018
30955,Total particulate matter,Releases to Air,2018
30955,Volatile Organic Compounds (VOCs),Releases to Air,2018
30956,Carbon monoxide,Releases to Air,2018
30956,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
30956,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
30956,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
30956,Sulphur dioxide,Releases to Air,2018
30956,Total particulate matter,Releases to Air,2018
30956,Volatile Organic Compounds (VOCs),Releases to Air,2018
30957,Carbon monoxide,Releases to Air,2019
30957,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
30957,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
30957,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
30957,Sulphur dioxide,Releases to Air,2019
30957,Total particulate matter,Releases to Air,2019
30957,Volatile Organic Compounds (VOCs),Releases to Air,2019
30958,Carbon monoxide,Releases to Air,2018
30958,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
30958,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
30958,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
30958,Sulphur dioxide,Releases to Air,2018
30958,Total particulate matter,Releases to Air,2018
30958,Volatile Organic Compounds (VOCs),Releases to Air,2018
30959,Carbon monoxide,Releases to Air,2018
30959,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
30959,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
30959,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
30959,Sulphur dioxide,Releases to Air,2018
30959,Total particulate matter,Releases to Air,2018
30959,Volatile Organic Compounds (VOCs),Releases to Air,2018
30963,Carbon monoxide,Releases to Air,2020
30963,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
30963,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
30963,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2020
30963,Sulphur dioxide,Releases to Air,2020
30963,Total particulate matter,Releases to Air,2020
30963,Volatile Organic Compounds (VOCs),Releases to Air,2020
30964,Carbon monoxide,Releases to Air,2018
30964,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
30964,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
30964,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
30964,Sulphur dioxide,Releases to Air,2018
30964,Total particulate matter,Releases to Air,2018
30964,Volatile Organic Compounds (VOCs),Releases to Air,2018
30965,Carbon monoxide,Releases to Air,2019
30965,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
30965,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
30965,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
30965,Sulphur dioxide,Releases to Air,2019
30965,Total particulate matter,Releases to Air,2019
30965,Volatile Organic Compounds (VOCs),Releases to Air,2019
30966,Carbon monoxide,Releases to Air,2020
30966,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
30966,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
30966,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2020
30966,Sulphur dioxide,Releases to Air,2020
30966,Total particulate matter,Releases to Air,2020
30966,Volatile Organic Compounds (VOCs),Releases to Air,2020
30967,Carbon monoxide,Releases to Air,2021
30967,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
30967,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
30967,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
30967,Sulphur dioxide,Releases to Air,2021
30967,Total particulate matter,Releases to Air,2021
30967,Volatile Organic Compounds (VOCs),Releases to Air,2021
30968,Volatile Organic Compounds (VOCs),Releases to Air,2018
30986,Volatile Organic Compounds (VOCs),Releases to Air,2019
30987,Volatile Organic Compounds (VOCs),Releases to Air,2019
30988,Carbon monoxide,Releases to Air,2021
30988,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
30988,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
30988,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
30988,Sulphur dioxide,Releases to Air,2021
30988,Total particulate matter,Releases to Air,2021
30988,Volatile Organic Compounds (VOCs),Releases to Air,2021
30989,Ammonia (total),Releases to Air,2018
30990,Hexavalent chromium (and its compounds),Releases to Air,2019
30990,Hexavalent chromium (and its compounds),Releases to Water Bodies,2019
30992,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
30992,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
30992,Total particulate matter,Releases to Air,2019
30993,Carbon monoxide,Releases to Air,2019
30993,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
30993,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
30993,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
30993,Sulphur dioxide,Releases to Air,2019
30993,Total particulate matter,Releases to Air,2019
30993,Volatile Organic Compounds (VOCs),Releases to Air,2019
30994,Carbon monoxide,Releases to Air,2019
30994,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
30994,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
30994,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
30994,Sulphur dioxide,Releases to Air,2019
30994,Total particulate matter,Releases to Air,2019
30994,Volatile Organic Compounds (VOCs),Releases to Air,2019
30995,Carbon monoxide,Releases to Air,2021
30995,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
30995,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
30995,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
30995,Sulphur dioxide,Releases to Air,2021
30995,Total particulate matter,Releases to Air,2021
30995,Volatile Organic Compounds (VOCs),Releases to Air,2021
30996,Volatile Organic Compounds (VOCs),Releases to Air,2021
30997,Hexavalent chromium (and its compounds),Releases to Air,2021
30998,Hexavalent chromium (and its compounds),Releases to Air,2021
31000,Carbon monoxide,Releases to Air,2018
31000,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
31000,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
31000,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
31000,Sulphur dioxide,Releases to Air,2018
31000,Total particulate matter,Releases to Air,2018
31000,Volatile Organic Compounds (VOCs),Releases to Air,2018
31001,Carbon monoxide,Releases to Air,2021
31001,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31001,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
31001,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
31001,Sulphur dioxide,Releases to Air,2021
31001,Total particulate matter,Releases to Air,2021
31001,Volatile Organic Compounds (VOCs),Releases to Air,2021
31002,Carbon monoxide,Releases to Air,2019
31002,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
31002,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
31002,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
31002,Sulphur dioxide,Releases to Air,2019
31002,Total particulate matter,Releases to Air,2019
31002,Volatile Organic Compounds (VOCs),Releases to Air,2021
31003,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31003,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
31003,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
31004,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31004,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
31004,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
31005,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31005,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
31005,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
31006,Carbon monoxide,Releases to Air,2021
31006,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31006,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
31006,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
31007,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
31007,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
31009,Carbon monoxide,Releases to Air,2018
31009,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
31009,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
31009,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
31009,Sulphur dioxide,Releases to Air,2018
31009,Total particulate matter,Releases to Air,2018
31009,Volatile Organic Compounds (VOCs),Releases to Air,2018
31010,Carbon monoxide,Releases to Air,2019
31010,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
31010,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
31010,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
31010,Sulphur dioxide,Releases to Air,2019
31010,Total particulate matter,Releases to Air,2019
31010,Volatile Organic Compounds (VOCs),Releases to Air,2019
31011,Carbon monoxide,Releases to Air,2019
31011,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
31011,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
31011,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
31011,Sulphur dioxide,Releases to Air,2019
31011,Total particulate matter,Releases to Air,2019
31011,Volatile Organic Compounds (VOCs),Releases to Air,2019
31012,Carbon monoxide,Releases to Air,2020
31012,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
31012,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
31012,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2020
31012,Sulphur dioxide,Releases to Air,2020
31012,Total particulate matter,Releases to Air,2020
31012,Volatile Organic Compounds (VOCs),Releases to Air,2020
31013,Carbon monoxide,Releases to Air,2020
31013,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
31013,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
31013,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2020
31013,Sulphur dioxide,Releases to Air,2020
31013,Total particulate matter,Releases to Air,2020
31013,Volatile Organic Compounds (VOCs),Releases to Air,2020
31014,Carbon monoxide,Releases to Air,2020
31014,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
31014,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
31014,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2020
31014,Sulphur dioxide,Releases to Air,2020
31014,Total particulate matter,Releases to Air,2020
31014,Volatile Organic Compounds (VOCs),Releases to Air,2020
31015,Carbon monoxide,Releases to Air,2018
31015,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
31015,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
31015,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
31015,Sulphur dioxide,Releases to Air,2018
31015,Total particulate matter,Releases to Air,2018
31015,Volatile Organic Compounds (VOCs),Releases to Air,2018
31016,Carbon monoxide,Releases to Air,2020
31016,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
31016,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
31016,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2020
31016,Sulphur dioxide,Releases to Air,2020
31016,Total particulate matter,Releases to Air,2020
31016,Volatile Organic Compounds (VOCs),Releases to Air,2020
31017,Carbon monoxide,Releases to Air,2018
31017,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
31017,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
31017,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
31017,Sulphur dioxide,Releases to Air,2018
31017,Total particulate matter,Releases to Air,2018
31017,Volatile Organic Compounds (VOCs),Releases to Air,2019
31018,Carbon monoxide,Releases to Air,2020
31018,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
31018,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
31018,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2020
31018,Sulphur dioxide,Releases to Air,2020
31018,Total particulate matter,Releases to Air,2020
31018,Volatile Organic Compounds (VOCs),Releases to Air,2020
31019,Carbon monoxide,Releases to Air,2018
31019,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
31019,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
31019,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
31019,Sulphur dioxide,Releases to Air,2018
31019,Total particulate matter,Releases to Air,2018
31019,Volatile Organic Compounds (VOCs),Releases to Air,2018
31020,Carbon monoxide,Releases to Air,2020
31020,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
31020,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
31020,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2020
31020,Sulphur dioxide,Releases to Air,2020
31020,Total particulate matter,Releases to Air,2020
31020,Volatile Organic Compounds (VOCs),Releases to Air,2020
31021,Carbon monoxide,Releases to Air,2020
31021,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
31021,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
31021,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2020
31021,Sulphur dioxide,Releases to Air,2020
31021,Total particulate matter,Releases to Air,2020
31021,Volatile Organic Compounds (VOCs),Releases to Air,2020
31022,Carbon monoxide,Releases to Air,2018
31022,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
31022,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
31022,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
31022,Sulphur dioxide,Releases to Air,2018
31022,Total particulate matter,Releases to Air,2018
31022,Volatile Organic Compounds (VOCs),Releases to Air,2018
31023,Carbon monoxide,Releases to Air,2020
31023,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
31023,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
31023,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2020
31023,Sulphur dioxide,Releases to Air,2020
31023,Total particulate matter,Releases to Air,2020
31023,Volatile Organic Compounds (VOCs),Releases to Air,2020
31026,Volatile Organic Compounds (VOCs),Releases to Air,2021
31027,Carbon monoxide,Releases to Air,2019
31027,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
31027,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
31027,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
31027,Sulphur dioxide,Releases to Air,2019
31027,Total particulate matter,Releases to Air,2019
31027,Volatile Organic Compounds (VOCs),Releases to Air,2019
31028,Carbon monoxide,Releases to Air,2018
31028,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
31028,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
31028,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
31028,Sulphur dioxide,Releases to Air,2018
31028,Total particulate matter,Releases to Air,2018
31028,Volatile Organic Compounds (VOCs),Releases to Air,2018
31029,Carbon monoxide,Releases to Air,2021
31029,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31029,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
31029,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
31029,Sulphur dioxide,Releases to Air,2021
31029,Total particulate matter,Releases to Air,2021
31029,Volatile Organic Compounds (VOCs),Releases to Air,2021
31030,Carbon monoxide,Releases to Air,2018
31030,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
31030,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
31030,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
31030,Sulphur dioxide,Releases to Air,2018
31030,Total particulate matter,Releases to Air,2018
31030,Volatile Organic Compounds (VOCs),Releases to Air,2018
31031,Volatile Organic Compounds (VOCs),Releases to Air,2018
31032,Volatile Organic Compounds (VOCs),Releases to Air,2021
31033,Carbon monoxide,Releases to Air,2018
31033,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
31033,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
31033,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
31033,Sulphur dioxide,Releases to Air,2018
31033,Total particulate matter,Releases to Air,2018
31033,Volatile Organic Compounds (VOCs),Releases to Air,2018
31034,Volatile Organic Compounds (VOCs),Releases to Air,2021
31035,Volatile Organic Compounds (VOCs),Releases to Air,2019
31036,Carbon monoxide,Releases to Air,2018
31036,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
31036,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
31036,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
31036,Total particulate matter,Releases to Air,2018
31036,Volatile Organic Compounds (VOCs),Releases to Air,2018
31037,Carbon monoxide,Releases to Air,2018
31037,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
31037,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
31037,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
31037,Total particulate matter,Releases to Air,2018
31037,Volatile Organic Compounds (VOCs),Releases to Air,2018
31038,Carbon monoxide,Releases to Air,2018
31038,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
31038,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
31038,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
31038,Total particulate matter,Releases to Air,2018
31038,Volatile Organic Compounds (VOCs),Releases to Air,2018
31040,Carbon monoxide,Releases to Air,2018
31040,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2018
31040,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2018
31040,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2018
31040,Total particulate matter,Releases to Air,2018
31040,Volatile Organic Compounds (VOCs),Releases to Air,2018
31042,Carbon monoxide,Releases to Air,2019
31042,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
31042,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
31042,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
31042,Sulphur dioxide,Releases to Air,2019
31042,Total particulate matter,Releases to Air,2019
31042,Volatile Organic Compounds (VOCs),Releases to Air,2019
31043,Volatile Organic Compounds (VOCs),Releases to Air,2021
31044,Volatile Organic Compounds (VOCs),Releases to Air,2021
31052,Chromium (and its compounds),Sum of release to all media (<1tonne),2018
31052,Nickel (and its compounds),Sum of release to all media (<1tonne),2018
31053,Copper (and its compounds),Sum of release to all media (<1tonne),2020
31053,Dioxins and furans - total,Releases to Air,2020
31053,Hexachlorobenzene,Releases to Air,2020
31053,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2020
31053,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2020
31054,Carbon monoxide,Releases to Air,2021
31054,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31054,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
31054,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
31054,Sulphur dioxide,Releases to Air,2021
31054,Total particulate matter,Releases to Air,2021
31054,Volatile Organic Compounds (VOCs),Releases to Air,2021
31055,Carbon monoxide,Releases to Air,2017
31057,Carbon monoxide,Releases to Air,2019
31057,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
31057,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
31057,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
31057,Sulphur dioxide,Releases to Air,2019
31057,Total particulate matter,Releases to Air,2019
31057,Volatile Organic Compounds (VOCs),Releases to Air,2019
31058,Volatile Organic Compounds (VOCs),Releases to Air,2021
31059,Carbon monoxide,Releases to Air,2021
31059,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31059,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
31059,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
31059,Sulphur dioxide,Releases to Air,2021
31059,Total particulate matter,Releases to Air,2021
31059,Volatile Organic Compounds (VOCs),Releases to Air,2021
31060,Carbon monoxide,Releases to Air,2021
31060,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31060,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
31060,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
31060,Sulphur dioxide,Releases to Air,2021
31060,Total particulate matter,Releases to Air,2021
31060,Volatile Organic Compounds (VOCs),Releases to Air,2021
31061,Carbon monoxide,Releases to Air,2021
31061,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31061,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
31061,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
31061,Sulphur dioxide,Releases to Air,2021
31061,Total particulate matter,Releases to Air,2021
31061,Volatile Organic Compounds (VOCs),Releases to Air,2021
31062,Carbon monoxide,Releases to Air,2021
31062,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31062,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
31062,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
31062,Sulphur dioxide,Releases to Air,2021
31062,Total particulate matter,Releases to Air,2021
31062,Volatile Organic Compounds (VOCs),Releases to Air,2021
31063,Carbon monoxide,Releases to Air,2021
31063,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31063,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
31063,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
31063,Sulphur dioxide,Releases to Air,2021
31063,Total particulate matter,Releases to Air,2021
31063,Volatile Organic Compounds (VOCs),Releases to Air,2021
31064,Carbon monoxide,Releases to Air,2019
31064,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
31064,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
31064,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
31064,Sulphur dioxide,Releases to Air,2019
31064,Total particulate matter,Releases to Air,2019
31065,Carbon monoxide,Releases to Air,2019
31065,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
31065,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
31065,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
31065,Sulphur dioxide,Releases to Air,2019
31065,Total particulate matter,Releases to Air,2019
31066,Carbon monoxide,Releases to Air,2019
31066,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31066,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
31066,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
31066,Sulphur dioxide,Releases to Air,2019
31066,Total particulate matter,Releases to Air,2019
31066,Volatile Organic Compounds (VOCs),Releases to Air,2021
31067,Carbon monoxide,Releases to Air,2019
31067,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2020
31067,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
31067,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
31067,Sulphur dioxide,Releases to Air,2019
31067,Total particulate matter,Releases to Air,2019
31068,Volatile Organic Compounds (VOCs),Releases to Air,2020
31069,Carbon monoxide,Releases to Air,2021
31069,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31069,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
31069,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
31069,Sulphur dioxide,Releases to Air,2021
31069,Total particulate matter,Releases to Air,2021
31069,Volatile Organic Compounds (VOCs),Releases to Air,2021
31070,Carbon monoxide,Releases to Air,2021
31070,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31070,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
31070,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2021
31070,Sulphur dioxide,Releases to Air,2021
31070,Total particulate matter,Releases to Air,2021
31070,Volatile Organic Compounds (VOCs),Releases to Air,2021
31071,Volatile Organic Compounds (VOCs),Releases to Air,2021
31072,Volatile Organic Compounds (VOCs),Releases to Air,2021
31074,Carbon monoxide,Releases to Air,2019
31074,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31074,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
31074,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
31074,Sulphur dioxide,Releases to Air,2019
31074,Total particulate matter,Releases to Air,2019
31074,Volatile Organic Compounds (VOCs),Releases to Air,2021
31075,Carbon monoxide,Releases to Air,2019
31075,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
31075,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
31075,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
31075,Sulphur dioxide,Releases to Air,2019
31075,Total particulate matter,Releases to Air,2019
31076,Carbon monoxide,Releases to Air,2019
31076,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2019
31076,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2019
31076,PM2.5 - Particulate Matter <= 2.5 Micrometers,Releases to Air,2019
31076,Sulphur dioxide,Releases to Air,2019
31076,Total particulate matter,Releases to Air,2019
31078,Carbon monoxide,Releases to Air,2021
31078,Nitrogen oxides (expressed as nitrogen dioxide),Releases to Air,2021
31078,PM10 - Particulate Matter <= 10 Micrometers,Releases to Air,2021
