NHN_TWS,Scientific_name,Common_name,Species_origin
04JG,Acipenser fulvescens,Lake Sturgeon,native
04KA,Acipenser fulvescens,Lake Sturgeon,native
04KB,Acipenser fulvescens,Lake Sturgeon,native
04LA,Acipenser fulvescens,Lake Sturgeon,native
04LB,Acipenser fulvescens,Lake Sturgeon,native
04LC,Acipenser fulvescens,Lake Sturgeon,native
04LD,Acipenser fulvescens,Lake Sturgeon,native
04LE,Acipenser fulvescens,Lake Sturgeon,native
04LF,Acipenser fulvescens,Lake Sturgeon,native
04LG,Acipenser fulvescens,Lake Sturgeon,native
04LH,Acipenser fulvescens,Lake Sturgeon,native
04LJ,Acipenser fulvescens,Lake Sturgeon,native
04LK,Acipenser fulvescens,Lake Sturgeon,native
04LL,Acipenser fulvescens,Lake Sturgeon,native
04LM,Acipenser fulvescens,Lake Sturgeon,native
04MA,Acipenser fulvescens,Lake Sturgeon,native
04MB,Acipenser fulvescens,Lake Sturgeon,native
04MC,Acipenser fulvescens,Lake Sturgeon,native
04MD,Acipenser fulvescens,Lake Sturgeon,native
04ME,Acipenser fulvescens,Lake Sturgeon,native
04NA,Acipenser fulvescens,Lake Sturgeon,native
04NB,Acipenser fulvescens,Lake Sturgeon,native
04NC,Acipenser fulvescens,Lake Sturgeon,native
501,Acipenser fulvescens,Lake Sturgeon,native
05AK,Acipenser fulvescens,Lake Sturgeon,native
05BN,Acipenser fulvescens,Lake Sturgeon,native
05CH,Acipenser fulvescens,Lake Sturgeon,native
05CJ,Acipenser fulvescens,Lake Sturgeon,native
05CK,Acipenser fulvescens,Lake Sturgeon,native
05DE,Acipenser fulvescens,Lake Sturgeon,native
05DF,Acipenser fulvescens,Lake Sturgeon,native
05EA,Acipenser fulvescens,Lake Sturgeon,native
05EB,Acipenser fulvescens,Lake Sturgeon,native
05EC,Acipenser fulvescens,Lake Sturgeon,native
05ED,Acipenser fulvescens,Lake Sturgeon,native
05EE,Acipenser fulvescens,Lake Sturgeon,native
05EF,Acipenser fulvescens,Lake Sturgeon,native
05EG,Acipenser fulvescens,Lake Sturgeon,native
05GD,Acipenser fulvescens,Lake Sturgeon,native
05GE,Acipenser fulvescens,Lake Sturgeon,native
05GF,Acipenser fulvescens,Lake Sturgeon,native
05GG,Acipenser fulvescens,Lake Sturgeon,native
05HB,Acipenser fulvescens,Lake Sturgeon,native
05HC,Acipenser fulvescens,Lake Sturgeon,native
05HE,Acipenser fulvescens,Lake Sturgeon,native
05HF,Acipenser fulvescens,Lake Sturgeon,native
05HG,Acipenser fulvescens,Lake Sturgeon,native
05HH,Acipenser fulvescens,Lake Sturgeon,native
05JG,Acipenser fulvescens,Lake Sturgeon,native
05K0,Acipenser fulvescens,Lake Sturgeon,native
05K1,Acipenser fulvescens,Lake Sturgeon,native
05KA,Acipenser fulvescens,Lake Sturgeon,native
05KC,Acipenser fulvescens,Lake Sturgeon,native
05KD,Acipenser fulvescens,Lake Sturgeon,native
05KE,Acipenser fulvescens,Lake Sturgeon,native
05KF,Acipenser fulvescens,Lake Sturgeon,native
05KG,Acipenser fulvescens,Lake Sturgeon,native
05KH,Acipenser fulvescens,Lake Sturgeon,native
05KJ,Acipenser fulvescens,Lake Sturgeon,native
05KK,Acipenser fulvescens,Lake Sturgeon,native
05KL,Acipenser fulvescens,Lake Sturgeon,native
05LB,Acipenser fulvescens,Lake Sturgeon,native
05LC,Acipenser fulvescens,Lake Sturgeon,native
05LD,Acipenser fulvescens,Lake Sturgeon,native
05LL,Acipenser fulvescens,Lake Sturgeon,native
05MD,Acipenser fulvescens,Lake Sturgeon,native
05ME,Acipenser fulvescens,Lake Sturgeon,native
05MF,Acipenser fulvescens,Lake Sturgeon,native
05MG,Acipenser fulvescens,Lake Sturgeon,native
05MH,Acipenser fulvescens,Lake Sturgeon,native
05MJ,Acipenser fulvescens,Lake Sturgeon,native
05OC,Acipenser fulvescens,Lake Sturgeon,native
05OD,Acipenser fulvescens,Lake Sturgeon,native
05OE,Acipenser fulvescens,Lake Sturgeon,native
05OF,Acipenser fulvescens,Lake Sturgeon,native
05OG,Acipenser fulvescens,Lake Sturgeon,native
05OH,Acipenser fulvescens,Lake Sturgeon,native
05OJ,Acipenser fulvescens,Lake Sturgeon,native
05PA,Acipenser fulvescens,Lake Sturgeon,native
05PB,Acipenser fulvescens,Lake Sturgeon,native
05PC,Acipenser fulvescens,Lake Sturgeon,native
05PD,Acipenser fulvescens,Lake Sturgeon,native
05PE,Acipenser fulvescens,Lake Sturgeon,native
05PF,Acipenser fulvescens,Lake Sturgeon,native
05PG,Acipenser fulvescens,Lake Sturgeon,native
05PH,Acipenser fulvescens,Lake Sturgeon,native
05PJ,Acipenser fulvescens,Lake Sturgeon,native
05QA,Acipenser fulvescens,Lake Sturgeon,native
05QB,Acipenser fulvescens,Lake Sturgeon,native
05QC,Acipenser fulvescens,Lake Sturgeon,native
05QD,Acipenser fulvescens,Lake Sturgeon,native
05QE,Acipenser fulvescens,Lake Sturgeon,native
05RA,Acipenser fulvescens,Lake Sturgeon,native
05RB,Acipenser fulvescens,Lake Sturgeon,native
05RC,Acipenser fulvescens,Lake Sturgeon,native
05RD,Acipenser fulvescens,Lake Sturgeon,native
05RE,Acipenser fulvescens,Lake Sturgeon,native
05RF,Acipenser fulvescens,Lake Sturgeon,native
05SA,Acipenser fulvescens,Lake Sturgeon,native
05SB,Acipenser fulvescens,Lake Sturgeon,native
05SC,Acipenser fulvescens,Lake Sturgeon,native
05SD,Acipenser fulvescens,Lake Sturgeon,native
05SE,Acipenser fulvescens,Lake Sturgeon,native
05SF,Acipenser fulvescens,Lake Sturgeon,native
05SG,Acipenser fulvescens,Lake Sturgeon,native
05SH,Acipenser fulvescens,Lake Sturgeon,native
05TA,Acipenser fulvescens,Lake Sturgeon,native
05TB,Acipenser fulvescens,Lake Sturgeon,native
05TC,Acipenser fulvescens,Lake Sturgeon,native
05TD,Acipenser fulvescens,Lake Sturgeon,native
05TE,Acipenser fulvescens,Lake Sturgeon,native
05TF,Acipenser fulvescens,Lake Sturgeon,native
05TG,Acipenser fulvescens,Lake Sturgeon,native
05UA,Acipenser fulvescens,Lake Sturgeon,native
05UB,Acipenser fulvescens,Lake Sturgeon,native
05UC,Acipenser fulvescens,Lake Sturgeon,native
05UD,Acipenser fulvescens,Lake Sturgeon,native
05UE,Acipenser fulvescens,Lake Sturgeon,native
05UF,Acipenser fulvescens,Lake Sturgeon,native
05UG,Acipenser fulvescens,Lake Sturgeon,native
05UH,Acipenser fulvescens,Lake Sturgeon,native
06AC,Acipenser fulvescens,Lake Sturgeon,native
06AD,Acipenser fulvescens,Lake Sturgeon,native
06AE,Acipenser fulvescens,Lake Sturgeon,native
06AF,Acipenser fulvescens,Lake Sturgeon,native
06AG,Acipenser fulvescens,Lake Sturgeon,native
06BB,Acipenser fulvescens,Lake Sturgeon,native
06BD,Acipenser fulvescens,Lake Sturgeon,native
06CA,Acipenser fulvescens,Lake Sturgeon,native
06CB,Acipenser fulvescens,Lake Sturgeon,native
06CC,Acipenser fulvescens,Lake Sturgeon,native
06CD,Acipenser fulvescens,Lake Sturgeon,native
06CE,Acipenser fulvescens,Lake Sturgeon,native
06DA,Acipenser fulvescens,Lake Sturgeon,native
06DB,Acipenser fulvescens,Lake Sturgeon,native
06DC,Acipenser fulvescens,Lake Sturgeon,native
06DD,Acipenser fulvescens,Lake Sturgeon,native
06EA,Acipenser fulvescens,Lake Sturgeon,native
06EB,Acipenser fulvescens,Lake Sturgeon,native
06EC,Acipenser fulvescens,Lake Sturgeon,native
06FA,Acipenser fulvescens,Lake Sturgeon,native
06FB,Acipenser fulvescens,Lake Sturgeon,native
06FC,Acipenser fulvescens,Lake Sturgeon,native
06FD,Acipenser fulvescens,Lake Sturgeon,native
06FE,Acipenser fulvescens,Lake Sturgeon,native
08DB,Acipenser medirostris,Green Sturgeon,native
08DD,Acipenser medirostris,Green Sturgeon,native
08EG,Acipenser medirostris,Green Sturgeon,native
08FA,Acipenser medirostris,Green Sturgeon,native
08FB,Acipenser medirostris,Green Sturgeon,native
08FC,Acipenser medirostris,Green Sturgeon,native
08FD,Acipenser medirostris,Green Sturgeon,native
08FE,Acipenser medirostris,Green Sturgeon,native
08FF,Acipenser medirostris,Green Sturgeon,native
08FG,Acipenser medirostris,Green Sturgeon,native
08GA,Acipenser medirostris,Green Sturgeon,native
08GB,Acipenser medirostris,Green Sturgeon,native
08GC,Acipenser medirostris,Green Sturgeon,native
08GD,Acipenser medirostris,Green Sturgeon,native
08GF,Acipenser medirostris,Green Sturgeon,native
08HA,Acipenser medirostris,Green Sturgeon,native
08HB,Acipenser medirostris,Green Sturgeon,native
08HC,Acipenser medirostris,Green Sturgeon,native
08HD,Acipenser medirostris,Green Sturgeon,native
08HE,Acipenser medirostris,Green Sturgeon,native
08HF,Acipenser medirostris,Green Sturgeon,native
08MH,Acipenser medirostris,Green Sturgeon,native
01AP,Acipenser oxyrhynchus,Atlantic Sturgeon,native
01BL,Acipenser oxyrhynchus,Atlantic Sturgeon,native
03PB,Acipenser oxyrhynchus,Atlantic Sturgeon,native
03PC,Acipenser oxyrhynchus,Atlantic Sturgeon,native
03PD,Acipenser oxyrhynchus,Atlantic Sturgeon,native
07ED,Acipenser transmontanus,White Sturgeon,native
07EE,Acipenser transmontanus,White Sturgeon,native
08AB,Acipenser transmontanus,White Sturgeon,native
08AC,Acipenser transmontanus,White Sturgeon,native
08AD,Acipenser transmontanus,White Sturgeon,native
08BC,Acipenser transmontanus,White Sturgeon,native
08BD,Acipenser transmontanus,White Sturgeon,native
08BE,Acipenser transmontanus,White Sturgeon,native
08BF,Acipenser transmontanus,White Sturgeon,native
08CF,Acipenser transmontanus,White Sturgeon,native
08CG,Acipenser transmontanus,White Sturgeon,native
08DB,Acipenser transmontanus,White Sturgeon,native
08DD,Acipenser transmontanus,White Sturgeon,native
08EC,Acipenser transmontanus,White Sturgeon,native
08EG,Acipenser transmontanus,White Sturgeon,native
08FA,Acipenser transmontanus,White Sturgeon,native
08FB,Acipenser transmontanus,White Sturgeon,native
08FC,Acipenser transmontanus,White Sturgeon,native
08FD,Acipenser transmontanus,White Sturgeon,native
08FE,Acipenser transmontanus,White Sturgeon,native
08FF,Acipenser transmontanus,White Sturgeon,native
08FG,Acipenser transmontanus,White Sturgeon,native
08GA,Acipenser transmontanus,White Sturgeon,native
08GB,Acipenser transmontanus,White Sturgeon,native
08GC,Acipenser transmontanus,White Sturgeon,native
08GD,Acipenser transmontanus,White Sturgeon,native
08GF,Acipenser transmontanus,White Sturgeon,native
08HA,Acipenser transmontanus,White Sturgeon,native
08HB,Acipenser transmontanus,White Sturgeon,native
08HC,Acipenser transmontanus,White Sturgeon,native
08HD,Acipenser transmontanus,White Sturgeon,native
08HE,Acipenser transmontanus,White Sturgeon,native
08HF,Acipenser transmontanus,White Sturgeon,native
08JA,Acipenser transmontanus,White Sturgeon,native
08JB,Acipenser transmontanus,White Sturgeon,native
08JC,Acipenser transmontanus,White Sturgeon,native
08JD,Acipenser transmontanus,White Sturgeon,native
08JE,Acipenser transmontanus,White Sturgeon,native
08KA,Acipenser transmontanus,White Sturgeon,native
08KB,Acipenser transmontanus,White Sturgeon,native
08KC,Acipenser transmontanus,White Sturgeon,native
08KD,Acipenser transmontanus,White Sturgeon,native
08KE,Acipenser transmontanus,White Sturgeon,native
08KF,Acipenser transmontanus,White Sturgeon,native
08KG,Acipenser transmontanus,White Sturgeon,native
08KH,Acipenser transmontanus,White Sturgeon,native
08LC,Acipenser transmontanus,White Sturgeon,native
08LE,Acipenser transmontanus,White Sturgeon,native
08MA,Acipenser transmontanus,White Sturgeon,native
08MB,Acipenser transmontanus,White Sturgeon,native
08MC,Acipenser transmontanus,White Sturgeon,native
08MD,Acipenser transmontanus,White Sturgeon,native
08ME,Acipenser transmontanus,White Sturgeon,native
08MF,Acipenser transmontanus,White Sturgeon,native
08MG,Acipenser transmontanus,White Sturgeon,native
08MH,Acipenser transmontanus,White Sturgeon,native
08NA,Acipenser transmontanus,White Sturgeon,native
08NB,Acipenser transmontanus,White Sturgeon,native
08ND,Acipenser transmontanus,White Sturgeon,native
08NF,Acipenser transmontanus,White Sturgeon,native
08NG,Acipenser transmontanus,White Sturgeon,native
08NH,Acipenser transmontanus,White Sturgeon,native
08NJ,Acipenser transmontanus,White Sturgeon,native
08NL,Acipenser transmontanus,White Sturgeon,native
08NM,Acipenser transmontanus,White Sturgeon,native
08NN,Acipenser transmontanus,White Sturgeon,native
08OA,Acipenser transmontanus,White Sturgeon,native
08OB,Acipenser transmontanus,White Sturgeon,native
08PA,Acipenser transmontanus,White Sturgeon,native
09MA,Acipenser transmontanus,White Sturgeon,native
08KC,Acrocheilus alutaceus,Chiselmouth,native
08KD,Acrocheilus alutaceus,Chiselmouth,native
08KE,Acrocheilus alutaceus,Chiselmouth,native
08KF,Acrocheilus alutaceus,Chiselmouth,native
08KG,Acrocheilus alutaceus,Chiselmouth,native
08LC,Acrocheilus alutaceus,Chiselmouth,native
08LE,Acrocheilus alutaceus,Chiselmouth,native
08LF,Acrocheilus alutaceus,Chiselmouth,native
08LG,Acrocheilus alutaceus,Chiselmouth,native
08MA,Acrocheilus alutaceus,Chiselmouth,native
08MB,Acrocheilus alutaceus,Chiselmouth,native
08MC,Acrocheilus alutaceus,Chiselmouth,native
08MD,Acrocheilus alutaceus,Chiselmouth,native
08NE,Acrocheilus alutaceus,Chiselmouth,native
08NL,Acrocheilus alutaceus,Chiselmouth,native
08NM,Acrocheilus alutaceus,Chiselmouth,native
08NN,Acrocheilus alutaceus,Chiselmouth,native
01AK,Alosa aestivalis,Blueback Herring,native
01AL,Alosa aestivalis,Blueback Herring,native
01AO,Alosa aestivalis,Blueback Herring,native
01AP,Alosa aestivalis,Blueback Herring,native
01AR,Alosa aestivalis,Blueback Herring,native
01BU,Alosa aestivalis,Blueback Herring,native
01BV,Alosa aestivalis,Blueback Herring,native
01AJ,Alosa pseudoharengus,Alewife,native
01AM,Alosa pseudoharengus,Alewife,native
01AN,Alosa pseudoharengus,Alewife,native
01AO,Alosa pseudoharengus,Alewife,native
01AP,Alosa pseudoharengus,Alewife,native
01AQ,Alosa pseudoharengus,Alewife,native
01AR,Alosa pseudoharengus,Alewife,native
01BM,Alosa pseudoharengus,Alewife,native
01BN,Alosa pseudoharengus,Alewife,native
01BO,Alosa pseudoharengus,Alewife,native
01BP,Alosa pseudoharengus,Alewife,native
01BR,Alosa pseudoharengus,Alewife,native
01BS,Alosa pseudoharengus,Alewife,native
01BT,Alosa pseudoharengus,Alewife,native
01BU,Alosa pseudoharengus,Alewife,native
01BV,Alosa pseudoharengus,Alewife,native
01CA,Alosa pseudoharengus,Alewife,native
01CB,Alosa pseudoharengus,Alewife,native
01CC,Alosa pseudoharengus,Alewife,native
01CD,Alosa pseudoharengus,Alewife,native
01CE,Alosa pseudoharengus,Alewife,native
01DA,Alosa pseudoharengus,Alewife,native
01DB,Alosa pseudoharengus,Alewife,native
01DC,Alosa pseudoharengus,Alewife,native
01DD,Alosa pseudoharengus,Alewife,native
01DE,Alosa pseudoharengus,Alewife,native
01DF,Alosa pseudoharengus,Alewife,native
01DG,Alosa pseudoharengus,Alewife,native
01DH,Alosa pseudoharengus,Alewife,native
01DJ,Alosa pseudoharengus,Alewife,native
01DK,Alosa pseudoharengus,Alewife,native
01DL,Alosa pseudoharengus,Alewife,native
01DM,Alosa pseudoharengus,Alewife,native
01DN,Alosa pseudoharengus,Alewife,native
01DO,Alosa pseudoharengus,Alewife,native
01DP,Alosa pseudoharengus,Alewife,native
01DQ,Alosa pseudoharengus,Alewife,native
01DR,Alosa pseudoharengus,Alewife,native
01DS,Alosa pseudoharengus,Alewife,native
01EA,Alosa pseudoharengus,Alewife,native
01EB,Alosa pseudoharengus,Alewife,native
01EC,Alosa pseudoharengus,Alewife,native
01ED,Alosa pseudoharengus,Alewife,native
01EE,Alosa pseudoharengus,Alewife,native
01EF,Alosa pseudoharengus,Alewife,native
01EG,Alosa pseudoharengus,Alewife,native
01EH,Alosa pseudoharengus,Alewife,native
01EJ,Alosa pseudoharengus,Alewife,native
01EK,Alosa pseudoharengus,Alewife,native
01EL,Alosa pseudoharengus,Alewife,native
01EM,Alosa pseudoharengus,Alewife,native
01EN,Alosa pseudoharengus,Alewife,native
01EO,Alosa pseudoharengus,Alewife,native
01EP,Alosa pseudoharengus,Alewife,native
01EQ,Alosa pseudoharengus,Alewife,native
01ER,Alosa pseudoharengus,Alewife,native
01FA,Alosa pseudoharengus,Alewife,native
01FB,Alosa pseudoharengus,Alewife,native
01FC,Alosa pseudoharengus,Alewife,native
01FD,Alosa pseudoharengus,Alewife,native
01FE,Alosa pseudoharengus,Alewife,native
01FF,Alosa pseudoharengus,Alewife,native
01FG,Alosa pseudoharengus,Alewife,native
01FH,Alosa pseudoharengus,Alewife,native
01FJ,Alosa pseudoharengus,Alewife,native
02NG,Alosa pseudoharengus,Alewife,native
02OA,Alosa pseudoharengus,Alewife,native
02OB,Alosa pseudoharengus,Alewife,native
02OC,Alosa pseudoharengus,Alewife,native
02OD,Alosa pseudoharengus,Alewife,native
02OF,Alosa pseudoharengus,Alewife,native
02OG,Alosa pseudoharengus,Alewife,native
02OH,Alosa pseudoharengus,Alewife,native
02OJ,Alosa pseudoharengus,Alewife,native
02PA,Alosa pseudoharengus,Alewife,native
02PB,Alosa pseudoharengus,Alewife,native
02PC,Alosa pseudoharengus,Alewife,native
02PD,Alosa pseudoharengus,Alewife,native
02PE,Alosa pseudoharengus,Alewife,native
02PF,Alosa pseudoharengus,Alewife,native
02PK,Alosa pseudoharengus,Alewife,native
02PL,Alosa pseudoharengus,Alewife,native
02RH,Alosa pseudoharengus,Alewife,native
02SB,Alosa pseudoharengus,Alewife,native
02SC,Alosa pseudoharengus,Alewife,native
02TC,Alosa pseudoharengus,Alewife,native
02TE,Alosa pseudoharengus,Alewife,native
02UA,Alosa pseudoharengus,Alewife,native
02UB,Alosa pseudoharengus,Alewife,native
02UC,Alosa pseudoharengus,Alewife,native
02VA,Alosa pseudoharengus,Alewife,native
02VB,Alosa pseudoharengus,Alewife,native
02VC,Alosa pseudoharengus,Alewife,native
02WA,Alosa pseudoharengus,Alewife,native
02WB,Alosa pseudoharengus,Alewife,native
02WC,Alosa pseudoharengus,Alewife,native
02WD,Alosa pseudoharengus,Alewife,native
02WE,Alosa pseudoharengus,Alewife,native
02XA,Alosa pseudoharengus,Alewife,native
02XB,Alosa pseudoharengus,Alewife,native
02XC,Alosa pseudoharengus,Alewife,native
02XD,Alosa pseudoharengus,Alewife,native
02YA,Alosa pseudoharengus,Alewife,native
02YB,Alosa pseudoharengus,Alewife,native
02YC,Alosa pseudoharengus,Alewife,native
02YD,Alosa pseudoharengus,Alewife,native
02YE,Alosa pseudoharengus,Alewife,native
02YF,Alosa pseudoharengus,Alewife,native
02YG,Alosa pseudoharengus,Alewife,native
02YH,Alosa pseudoharengus,Alewife,native
02YJ,Alosa pseudoharengus,Alewife,native
02YK,Alosa pseudoharengus,Alewife,native
02YL,Alosa pseudoharengus,Alewife,native
02YM,Alosa pseudoharengus,Alewife,native
02YN,Alosa pseudoharengus,Alewife,native
02YO,Alosa pseudoharengus,Alewife,native
02YP,Alosa pseudoharengus,Alewife,native
02YQ,Alosa pseudoharengus,Alewife,native
02YR,Alosa pseudoharengus,Alewife,native
02YS,Alosa pseudoharengus,Alewife,native
02ZA,Alosa pseudoharengus,Alewife,native
02ZB,Alosa pseudoharengus,Alewife,native
02ZC,Alosa pseudoharengus,Alewife,native
02ZD,Alosa pseudoharengus,Alewife,native
02ZE,Alosa pseudoharengus,Alewife,native
02ZF,Alosa pseudoharengus,Alewife,native
02ZG,Alosa pseudoharengus,Alewife,native
02ZH,Alosa pseudoharengus,Alewife,native
02ZJ,Alosa pseudoharengus,Alewife,native
02ZK,Alosa pseudoharengus,Alewife,native
02ZL,Alosa pseudoharengus,Alewife,native
02ZM,Alosa pseudoharengus,Alewife,native
02ZN,Alosa pseudoharengus,Alewife,native
01AK,Alosa sapidissima,American Shad,native
01AL,Alosa sapidissima,American Shad,native
01AM,Alosa sapidissima,American Shad,native
01AN,Alosa sapidissima,American Shad,native
01AP,Alosa sapidissima,American Shad,native
01AQ,Alosa sapidissima,American Shad,native
01AR,Alosa sapidissima,American Shad,native
01BN,Alosa sapidissima,American Shad,native
01BO,Alosa sapidissima,American Shad,native
01BP,Alosa sapidissima,American Shad,native
01BQ,Alosa sapidissima,American Shad,native
01BR,Alosa sapidissima,American Shad,native
01BS,Alosa sapidissima,American Shad,native
01BU,Alosa sapidissima,American Shad,native
01BV,Alosa sapidissima,American Shad,native
01DC,Alosa sapidissima,American Shad,native
01DD,Alosa sapidissima,American Shad,native
01DG,Alosa sapidissima,American Shad,native
01EA,Alosa sapidissima,American Shad,native
01EN,Alosa sapidissima,American Shad,native
01EO,Alosa sapidissima,American Shad,native
01FH,Alosa sapidissima,American Shad,native
01FJ,Alosa sapidissima,American Shad,native
02LB,Alosa sapidissima,American Shad,native
02LC,Alosa sapidissima,American Shad,native
02MC,Alosa sapidissima,American Shad,native
02OA,Alosa sapidissima,American Shad,native
02OB,Alosa sapidissima,American Shad,native
02OD,Alosa sapidissima,American Shad,native
02OF,Alosa sapidissima,American Shad,native
02OJ,Alosa sapidissima,American Shad,native
02PC,Alosa sapidissima,American Shad,native
02PD,Alosa sapidissima,American Shad,native
02PE,Alosa sapidissima,American Shad,native
02PH,Alosa sapidissima,American Shad,native
02PJ,Alosa sapidissima,American Shad,native
02PK,Alosa sapidissima,American Shad,native
02PL,Alosa sapidissima,American Shad,native
05BB,Alosa sapidissima,American Shad,native
05BC,Alosa sapidissima,American Shad,native
07EA,Alosa sapidissima,American Shad,native
07EB,Alosa sapidissima,American Shad,native
07EC,Alosa sapidissima,American Shad,native
07ED,Alosa sapidissima,American Shad,native
07EE,Alosa sapidissima,American Shad,native
07EF,Alosa sapidissima,American Shad,native
07FA,Alosa sapidissima,American Shad,native
07FB,Alosa sapidissima,American Shad,native
07FC,Alosa sapidissima,American Shad,native
07FD,Alosa sapidissima,American Shad,native
07GC,Alosa sapidissima,American Shad,native
07GD,Alosa sapidissima,American Shad,native
07OA,Alosa sapidissima,American Shad,native
07OC,Alosa sapidissima,American Shad,native
