NHN_TWS,Scientific_name,Common_name,Species_origin
03DE,Cottus cognatus,Slimy Sculpin,native
03DF,Cottus cognatus,Slimy Sculpin,native
03DG,Cottus cognatus,Slimy Sculpin,native
03DH,Cottus cognatus,Slimy Sculpin,native
03EA,Cottus cognatus,Slimy Sculpin,native
03EB,Cottus cognatus,Slimy Sculpin,native
03EC,Cottus cognatus,Slimy Sculpin,native
03ED,Cottus cognatus,Slimy Sculpin,native
03EE,Cottus cognatus,Slimy Sculpin,native
03EF,Cottus cognatus,Slimy Sculpin,native
03FA,Cottus cognatus,Slimy Sculpin,native
03FB,Cottus cognatus,Slimy Sculpin,native
03FC,Cottus cognatus,Slimy Sculpin,native
03GA,Cottus cognatus,Slimy Sculpin,native
03GB,Cottus cognatus,Slimy Sculpin,native
03GC,Cottus cognatus,Slimy Sculpin,native
03HA,Cottus cognatus,Slimy Sculpin,native
03JA,Cottus cognatus,Slimy Sculpin,native
03JB,Cottus cognatus,Slimy Sculpin,native
03JC,Cottus cognatus,Slimy Sculpin,native
03KA,Cottus cognatus,Slimy Sculpin,native
03KB,Cottus cognatus,Slimy Sculpin,native
03KC,Cottus cognatus,Slimy Sculpin,native
03KD,Cottus cognatus,Slimy Sculpin,native
03KE,Cottus cognatus,Slimy Sculpin,native
03LA,Cottus cognatus,Slimy Sculpin,native
03LB,Cottus cognatus,Slimy Sculpin,native
03LC,Cottus cognatus,Slimy Sculpin,native
03LD,Cottus cognatus,Slimy Sculpin,native
03LE,Cottus cognatus,Slimy Sculpin,native
03LF,Cottus cognatus,Slimy Sculpin,native
03MA,Cottus cognatus,Slimy Sculpin,native
03MB,Cottus cognatus,Slimy Sculpin,native
03MC,Cottus cognatus,Slimy Sculpin,native
03MD,Cottus cognatus,Slimy Sculpin,native
03ME,Cottus cognatus,Slimy Sculpin,native
03MF,Cottus cognatus,Slimy Sculpin,native
03ND,Cottus cognatus,Slimy Sculpin,native
03NE,Cottus cognatus,Slimy Sculpin,native
03NF,Cottus cognatus,Slimy Sculpin,native
03NG,Cottus cognatus,Slimy Sculpin,native
03OA,Cottus cognatus,Slimy Sculpin,native
03OB,Cottus cognatus,Slimy Sculpin,native
03OC,Cottus cognatus,Slimy Sculpin,native
03OD,Cottus cognatus,Slimy Sculpin,native
03OE,Cottus cognatus,Slimy Sculpin,native
03PA,Cottus cognatus,Slimy Sculpin,native
03PB,Cottus cognatus,Slimy Sculpin,native
03PC,Cottus cognatus,Slimy Sculpin,native
04AA,Cottus cognatus,Slimy Sculpin,native
04AB,Cottus cognatus,Slimy Sculpin,native
04AC,Cottus cognatus,Slimy Sculpin,native
04AD,Cottus cognatus,Slimy Sculpin,native
04AE,Cottus cognatus,Slimy Sculpin,native
04AF,Cottus cognatus,Slimy Sculpin,native
04BA,Cottus cognatus,Slimy Sculpin,native
04BB,Cottus cognatus,Slimy Sculpin,native
04BC,Cottus cognatus,Slimy Sculpin,native
04CA,Cottus cognatus,Slimy Sculpin,native
04CB,Cottus cognatus,Slimy Sculpin,native
04CC,Cottus cognatus,Slimy Sculpin,native
04CD,Cottus cognatus,Slimy Sculpin,native
04CE,Cottus cognatus,Slimy Sculpin,native
04CF,Cottus cognatus,Slimy Sculpin,native
04DA,Cottus cognatus,Slimy Sculpin,native
04DB,Cottus cognatus,Slimy Sculpin,native
04DC,Cottus cognatus,Slimy Sculpin,native
04DD,Cottus cognatus,Slimy Sculpin,native
04EA,Cottus cognatus,Slimy Sculpin,native
04EB,Cottus cognatus,Slimy Sculpin,native
04EC,Cottus cognatus,Slimy Sculpin,native
04ED,Cottus cognatus,Slimy Sculpin,native
04FA,Cottus cognatus,Slimy Sculpin,native
04FB,Cottus cognatus,Slimy Sculpin,native
04FC,Cottus cognatus,Slimy Sculpin,native
04GA,Cottus cognatus,Slimy Sculpin,native
04GB,Cottus cognatus,Slimy Sculpin,native
04GC,Cottus cognatus,Slimy Sculpin,native
04GD,Cottus cognatus,Slimy Sculpin,native
04GE,Cottus cognatus,Slimy Sculpin,native
04GF,Cottus cognatus,Slimy Sculpin,native
04HA,Cottus cognatus,Slimy Sculpin,native
04HB,Cottus cognatus,Slimy Sculpin,native
04HC,Cottus cognatus,Slimy Sculpin,native
04HD,Cottus cognatus,Slimy Sculpin,native
04JA,Cottus cognatus,Slimy Sculpin,native
04JB,Cottus cognatus,Slimy Sculpin,native
04JC,Cottus cognatus,Slimy Sculpin,native
04JD,Cottus cognatus,Slimy Sculpin,native
04JE,Cottus cognatus,Slimy Sculpin,native
04JF,Cottus cognatus,Slimy Sculpin,native
04JG,Cottus cognatus,Slimy Sculpin,native
04KA,Cottus cognatus,Slimy Sculpin,native
04KB,Cottus cognatus,Slimy Sculpin,native
04LA,Cottus cognatus,Slimy Sculpin,native
04LB,Cottus cognatus,Slimy Sculpin,native
04LC,Cottus cognatus,Slimy Sculpin,native
04LD,Cottus cognatus,Slimy Sculpin,native
04LE,Cottus cognatus,Slimy Sculpin,native
04LF,Cottus cognatus,Slimy Sculpin,native
04LG,Cottus cognatus,Slimy Sculpin,native
04LH,Cottus cognatus,Slimy Sculpin,native
04LJ,Cottus cognatus,Slimy Sculpin,native
04LK,Cottus cognatus,Slimy Sculpin,native
04LL,Cottus cognatus,Slimy Sculpin,native
04LM,Cottus cognatus,Slimy Sculpin,native
04MA,Cottus cognatus,Slimy Sculpin,native
04MB,Cottus cognatus,Slimy Sculpin,native
04MC,Cottus cognatus,Slimy Sculpin,native
04MD,Cottus cognatus,Slimy Sculpin,native
04ME,Cottus cognatus,Slimy Sculpin,native
04NA,Cottus cognatus,Slimy Sculpin,native
04NB,Cottus cognatus,Slimy Sculpin,native
04NC,Cottus cognatus,Slimy Sculpin,native
501,Cottus cognatus,Slimy Sculpin,native
05BA,Cottus cognatus,Slimy Sculpin,native
05DA,Cottus cognatus,Slimy Sculpin,native
05DB,Cottus cognatus,Slimy Sculpin,native
05DC,Cottus cognatus,Slimy Sculpin,native
05DD,Cottus cognatus,Slimy Sculpin,native
05DE,Cottus cognatus,Slimy Sculpin,native
05DF,Cottus cognatus,Slimy Sculpin,native
05EA,Cottus cognatus,Slimy Sculpin,native
05EB,Cottus cognatus,Slimy Sculpin,native
05EC,Cottus cognatus,Slimy Sculpin,native
05ED,Cottus cognatus,Slimy Sculpin,native
05EE,Cottus cognatus,Slimy Sculpin,native
05FA,Cottus cognatus,Slimy Sculpin,native
05K0,Cottus cognatus,Slimy Sculpin,native
05K1,Cottus cognatus,Slimy Sculpin,native
05KB,Cottus cognatus,Slimy Sculpin,native
05KC,Cottus cognatus,Slimy Sculpin,native
05KD,Cottus cognatus,Slimy Sculpin,native
05KE,Cottus cognatus,Slimy Sculpin,native
05KF,Cottus cognatus,Slimy Sculpin,native
05KG,Cottus cognatus,Slimy Sculpin,native
05KH,Cottus cognatus,Slimy Sculpin,native
05KJ,Cottus cognatus,Slimy Sculpin,native
05KK,Cottus cognatus,Slimy Sculpin,native
05KL,Cottus cognatus,Slimy Sculpin,native
05L0,Cottus cognatus,Slimy Sculpin,native
05L1,Cottus cognatus,Slimy Sculpin,native
05LC,Cottus cognatus,Slimy Sculpin,native
05LD,Cottus cognatus,Slimy Sculpin,native
05LE,Cottus cognatus,Slimy Sculpin,native
05LF,Cottus cognatus,Slimy Sculpin,native
05LG,Cottus cognatus,Slimy Sculpin,native
05LH,Cottus cognatus,Slimy Sculpin,native
05LJ,Cottus cognatus,Slimy Sculpin,native
05LK,Cottus cognatus,Slimy Sculpin,native
05LL,Cottus cognatus,Slimy Sculpin,native
05LM,Cottus cognatus,Slimy Sculpin,native
05LN,Cottus cognatus,Slimy Sculpin,native
05MF,Cottus cognatus,Slimy Sculpin,native
05MH,Cottus cognatus,Slimy Sculpin,native
05OJ,Cottus cognatus,Slimy Sculpin,native
05PA,Cottus cognatus,Slimy Sculpin,native
05PB,Cottus cognatus,Slimy Sculpin,native
05PC,Cottus cognatus,Slimy Sculpin,native
05PD,Cottus cognatus,Slimy Sculpin,native
05PE,Cottus cognatus,Slimy Sculpin,native
05PF,Cottus cognatus,Slimy Sculpin,native
05PG,Cottus cognatus,Slimy Sculpin,native
05PH,Cottus cognatus,Slimy Sculpin,native
05PJ,Cottus cognatus,Slimy Sculpin,native
05QA,Cottus cognatus,Slimy Sculpin,native
05QB,Cottus cognatus,Slimy Sculpin,native
05QC,Cottus cognatus,Slimy Sculpin,native
05QD,Cottus cognatus,Slimy Sculpin,native
05QE,Cottus cognatus,Slimy Sculpin,native
05RA,Cottus cognatus,Slimy Sculpin,native
05RB,Cottus cognatus,Slimy Sculpin,native
05RC,Cottus cognatus,Slimy Sculpin,native
05RD,Cottus cognatus,Slimy Sculpin,native
05RE,Cottus cognatus,Slimy Sculpin,native
05RF,Cottus cognatus,Slimy Sculpin,native
05SA,Cottus cognatus,Slimy Sculpin,native
05SB,Cottus cognatus,Slimy Sculpin,native
05SC,Cottus cognatus,Slimy Sculpin,native
05SD,Cottus cognatus,Slimy Sculpin,native
05SE,Cottus cognatus,Slimy Sculpin,native
05SF,Cottus cognatus,Slimy Sculpin,native
05SG,Cottus cognatus,Slimy Sculpin,native
05SH,Cottus cognatus,Slimy Sculpin,native
05TA,Cottus cognatus,Slimy Sculpin,native
05TB,Cottus cognatus,Slimy Sculpin,native
05TC,Cottus cognatus,Slimy Sculpin,native
05TD,Cottus cognatus,Slimy Sculpin,native
05TE,Cottus cognatus,Slimy Sculpin,native
05TF,Cottus cognatus,Slimy Sculpin,native
05TG,Cottus cognatus,Slimy Sculpin,native
05UA,Cottus cognatus,Slimy Sculpin,native
05UB,Cottus cognatus,Slimy Sculpin,native
05UC,Cottus cognatus,Slimy Sculpin,native
05UD,Cottus cognatus,Slimy Sculpin,native
05UE,Cottus cognatus,Slimy Sculpin,native
05UF,Cottus cognatus,Slimy Sculpin,native
05UG,Cottus cognatus,Slimy Sculpin,native
05UH,Cottus cognatus,Slimy Sculpin,native
06AA,Cottus cognatus,Slimy Sculpin,native
06AB,Cottus cognatus,Slimy Sculpin,native
06AC,Cottus cognatus,Slimy Sculpin,native
06AD,Cottus cognatus,Slimy Sculpin,native
06AE,Cottus cognatus,Slimy Sculpin,native
06AF,Cottus cognatus,Slimy Sculpin,native
06AG,Cottus cognatus,Slimy Sculpin,native
06BA,Cottus cognatus,Slimy Sculpin,native
06BB,Cottus cognatus,Slimy Sculpin,native
06BC,Cottus cognatus,Slimy Sculpin,native
06BD,Cottus cognatus,Slimy Sculpin,native
06CA,Cottus cognatus,Slimy Sculpin,native
06CB,Cottus cognatus,Slimy Sculpin,native
06CC,Cottus cognatus,Slimy Sculpin,native
06CD,Cottus cognatus,Slimy Sculpin,native
06CE,Cottus cognatus,Slimy Sculpin,native
06DA,Cottus cognatus,Slimy Sculpin,native
06DB,Cottus cognatus,Slimy Sculpin,native
06DC,Cottus cognatus,Slimy Sculpin,native
06DD,Cottus cognatus,Slimy Sculpin,native
06EA,Cottus cognatus,Slimy Sculpin,native
06EB,Cottus cognatus,Slimy Sculpin,native
06EC,Cottus cognatus,Slimy Sculpin,native
06FA,Cottus cognatus,Slimy Sculpin,native
06FB,Cottus cognatus,Slimy Sculpin,native
06FC,Cottus cognatus,Slimy Sculpin,native
06FD,Cottus cognatus,Slimy Sculpin,native
06FE,Cottus cognatus,Slimy Sculpin,native
06GA,Cottus cognatus,Slimy Sculpin,native
06GB,Cottus cognatus,Slimy Sculpin,native
06GC,Cottus cognatus,Slimy Sculpin,native
06GD,Cottus cognatus,Slimy Sculpin,native
06GE,Cottus cognatus,Slimy Sculpin,native
06HA,Cottus cognatus,Slimy Sculpin,native
06HB,Cottus cognatus,Slimy Sculpin,native
06HC,Cottus cognatus,Slimy Sculpin,native
06HD,Cottus cognatus,Slimy Sculpin,native
06HE,Cottus cognatus,Slimy Sculpin,native
06JA,Cottus cognatus,Slimy Sculpin,native
06JB,Cottus cognatus,Slimy Sculpin,native
06JC,Cottus cognatus,Slimy Sculpin,native
06JD,Cottus cognatus,Slimy Sculpin,native
06KA,Cottus cognatus,Slimy Sculpin,native
06KB,Cottus cognatus,Slimy Sculpin,native
06KC,Cottus cognatus,Slimy Sculpin,native
06LA,Cottus cognatus,Slimy Sculpin,native
06LB,Cottus cognatus,Slimy Sculpin,native
06LC,Cottus cognatus,Slimy Sculpin,native
06MA,Cottus cognatus,Slimy Sculpin,native
06MB,Cottus cognatus,Slimy Sculpin,native
06MC,Cottus cognatus,Slimy Sculpin,native
06NA,Cottus cognatus,Slimy Sculpin,native
06NB,Cottus cognatus,Slimy Sculpin,native
06NC,Cottus cognatus,Slimy Sculpin,native
06OA,Cottus cognatus,Slimy Sculpin,native
701,Cottus cognatus,Slimy Sculpin,native
710,Cottus cognatus,Slimy Sculpin,native
07AA,Cottus cognatus,Slimy Sculpin,native
07AB,Cottus cognatus,Slimy Sculpin,native
07AC,Cottus cognatus,Slimy Sculpin,native
07AD,Cottus cognatus,Slimy Sculpin,native
07AE,Cottus cognatus,Slimy Sculpin,native
07AF,Cottus cognatus,Slimy Sculpin,native
07AG,Cottus cognatus,Slimy Sculpin,native
07AH,Cottus cognatus,Slimy Sculpin,native
07B0,Cottus cognatus,Slimy Sculpin,native
07BA,Cottus cognatus,Slimy Sculpin,native
07BB,Cottus cognatus,Slimy Sculpin,native
07BC,Cottus cognatus,Slimy Sculpin,native
07BD,Cottus cognatus,Slimy Sculpin,native
07BE,Cottus cognatus,Slimy Sculpin,native
07BF,Cottus cognatus,Slimy Sculpin,native
07BG,Cottus cognatus,Slimy Sculpin,native
07BH,Cottus cognatus,Slimy Sculpin,native
07BJ,Cottus cognatus,Slimy Sculpin,native
07BK,Cottus cognatus,Slimy Sculpin,native
07CA,Cottus cognatus,Slimy Sculpin,native
07CB,Cottus cognatus,Slimy Sculpin,native
07CC,Cottus cognatus,Slimy Sculpin,native
07CD,Cottus cognatus,Slimy Sculpin,native
07CE,Cottus cognatus,Slimy Sculpin,native
07DA,Cottus cognatus,Slimy Sculpin,native
07DB,Cottus cognatus,Slimy Sculpin,native
07DC,Cottus cognatus,Slimy Sculpin,native
07DD,Cottus cognatus,Slimy Sculpin,native
07EA,Cottus cognatus,Slimy Sculpin,native
07EB,Cottus cognatus,Slimy Sculpin,native
07EC,Cottus cognatus,Slimy Sculpin,native
07ED,Cottus cognatus,Slimy Sculpin,native
07EE,Cottus cognatus,Slimy Sculpin,native
07EF,Cottus cognatus,Slimy Sculpin,native
07FA,Cottus cognatus,Slimy Sculpin,native
07FB,Cottus cognatus,Slimy Sculpin,native
07FC,Cottus cognatus,Slimy Sculpin,native
07FD,Cottus cognatus,Slimy Sculpin,native
07GA,Cottus cognatus,Slimy Sculpin,native
07GB,Cottus cognatus,Slimy Sculpin,native
07GC,Cottus cognatus,Slimy Sculpin,native
07GD,Cottus cognatus,Slimy Sculpin,native
07GE,Cottus cognatus,Slimy Sculpin,native
07GF,Cottus cognatus,Slimy Sculpin,native
07GG,Cottus cognatus,Slimy Sculpin,native
07GH,Cottus cognatus,Slimy Sculpin,native
07GJ,Cottus cognatus,Slimy Sculpin,native
07HA,Cottus cognatus,Slimy Sculpin,native
07HB,Cottus cognatus,Slimy Sculpin,native
07HC,Cottus cognatus,Slimy Sculpin,native
07HD,Cottus cognatus,Slimy Sculpin,native
07HE,Cottus cognatus,Slimy Sculpin,native
07HF,Cottus cognatus,Slimy Sculpin,native
07JA,Cottus cognatus,Slimy Sculpin,native
07JB,Cottus cognatus,Slimy Sculpin,native
07JC,Cottus cognatus,Slimy Sculpin,native
07JD,Cottus cognatus,Slimy Sculpin,native
07JE,Cottus cognatus,Slimy Sculpin,native
07JF,Cottus cognatus,Slimy Sculpin,native
07KA,Cottus cognatus,Slimy Sculpin,native
07KB,Cottus cognatus,Slimy Sculpin,native
07KC,Cottus cognatus,Slimy Sculpin,native
07KD,Cottus cognatus,Slimy Sculpin,native
07KE,Cottus cognatus,Slimy Sculpin,native
07KF,Cottus cognatus,Slimy Sculpin,native
07LA,Cottus cognatus,Slimy Sculpin,native
07LB,Cottus cognatus,Slimy Sculpin,native
07LC,Cottus cognatus,Slimy Sculpin,native
07LD,Cottus cognatus,Slimy Sculpin,native
07LE,Cottus cognatus,Slimy Sculpin,native
07MA,Cottus cognatus,Slimy Sculpin,native
07MB,Cottus cognatus,Slimy Sculpin,native
07MC,Cottus cognatus,Slimy Sculpin,native
07MD,Cottus cognatus,Slimy Sculpin,native
07NA,Cottus cognatus,Slimy Sculpin,native
07NB,Cottus cognatus,Slimy Sculpin,native
07NC,Cottus cognatus,Slimy Sculpin,native
07OA,Cottus cognatus,Slimy Sculpin,native
07OB,Cottus cognatus,Slimy Sculpin,native
07OC,Cottus cognatus,Slimy Sculpin,native
07PA,Cottus cognatus,Slimy Sculpin,native
07PB,Cottus cognatus,Slimy Sculpin,native
07PC,Cottus cognatus,Slimy Sculpin,native
07QA,Cottus cognatus,Slimy Sculpin,native
07QB,Cottus cognatus,Slimy Sculpin,native
07QC,Cottus cognatus,Slimy Sculpin,native
07QD,Cottus cognatus,Slimy Sculpin,native
07RA,Cottus cognatus,Slimy Sculpin,native
07RB,Cottus cognatus,Slimy Sculpin,native
07RC,Cottus cognatus,Slimy Sculpin,native
07RD,Cottus cognatus,Slimy Sculpin,native
07SA,Cottus cognatus,Slimy Sculpin,native
07SB,Cottus cognatus,Slimy Sculpin,native
07SC,Cottus cognatus,Slimy Sculpin,native
07TA,Cottus cognatus,Slimy Sculpin,native
07TB,Cottus cognatus,Slimy Sculpin,native
07UA,Cottus cognatus,Slimy Sculpin,native
07UB,Cottus cognatus,Slimy Sculpin,native
07UC,Cottus cognatus,Slimy Sculpin,native
08AA,Cottus cognatus,Slimy Sculpin,native
08AB,Cottus cognatus,Slimy Sculpin,native
08AC,Cottus cognatus,Slimy Sculpin,native
08AD,Cottus cognatus,Slimy Sculpin,native
08BA,Cottus cognatus,Slimy Sculpin,native
08BB,Cottus cognatus,Slimy Sculpin,native
08BC,Cottus cognatus,Slimy Sculpin,native
08BD,Cottus cognatus,Slimy Sculpin,native
08BE,Cottus cognatus,Slimy Sculpin,native
08BF,Cottus cognatus,Slimy Sculpin,native
08CD,Cottus cognatus,Slimy Sculpin,native
08CE,Cottus cognatus,Slimy Sculpin,native
08JD,Cottus cognatus,Slimy Sculpin,native
08KA,Cottus cognatus,Slimy Sculpin,native
08KB,Cottus cognatus,Slimy Sculpin,native
08KD,Cottus cognatus,Slimy Sculpin,native
08KE,Cottus cognatus,Slimy Sculpin,native
08LB,Cottus cognatus,Slimy Sculpin,native
08LC,Cottus cognatus,Slimy Sculpin,native
08LD,Cottus cognatus,Slimy Sculpin,native
08LE,Cottus cognatus,Slimy Sculpin,native
08LF,Cottus cognatus,Slimy Sculpin,native
08LG,Cottus cognatus,Slimy Sculpin,native
08MF,Cottus cognatus,Slimy Sculpin,native
08NA,Cottus cognatus,Slimy Sculpin,native
08NB,Cottus cognatus,Slimy Sculpin,native
08NC,Cottus cognatus,Slimy Sculpin,native
08ND,Cottus cognatus,Slimy Sculpin,native
08NE,Cottus cognatus,Slimy Sculpin,native
08NF,Cottus cognatus,Slimy Sculpin,native
08NG,Cottus cognatus,Slimy Sculpin,native
08NH,Cottus cognatus,Slimy Sculpin,native
08NJ,Cottus cognatus,Slimy Sculpin,native
08NK,Cottus cognatus,Slimy Sculpin,native
08NL,Cottus cognatus,Slimy Sculpin,native
08NM,Cottus cognatus,Slimy Sculpin,native
08NN,Cottus cognatus,Slimy Sculpin,native
08NP,Cottus cognatus,Slimy Sculpin,native
08PA,Cottus cognatus,Slimy Sculpin,native
09AA,Cottus cognatus,Slimy Sculpin,native
09AB,Cottus cognatus,Slimy Sculpin,native
09AC,Cottus cognatus,Slimy Sculpin,native
09AD,Cottus cognatus,Slimy Sculpin,native
09AE,Cottus cognatus,Slimy Sculpin,native
09AF,Cottus cognatus,Slimy Sculpin,native
09AG,Cottus cognatus,Slimy Sculpin,native
09AH,Cottus cognatus,Slimy Sculpin,native
09BA,Cottus cognatus,Slimy Sculpin,native
09BB,Cottus cognatus,Slimy Sculpin,native
09BC,Cottus cognatus,Slimy Sculpin,native
09CA,Cottus cognatus,Slimy Sculpin,native
09CB,Cottus cognatus,Slimy Sculpin,native
09CC,Cottus cognatus,Slimy Sculpin,native
09CD,Cottus cognatus,Slimy Sculpin,native
09DA,Cottus cognatus,Slimy Sculpin,native
09DB,Cottus cognatus,Slimy Sculpin,native
09DC,Cottus cognatus,Slimy Sculpin,native
09DD,Cottus cognatus,Slimy Sculpin,native
09EA,Cottus cognatus,Slimy Sculpin,native
09EB,Cottus cognatus,Slimy Sculpin,native
09EC,Cottus cognatus,Slimy Sculpin,native
09ED,Cottus cognatus,Slimy Sculpin,native
09FA,Cottus cognatus,Slimy Sculpin,native
09FB,Cottus cognatus,Slimy Sculpin,native
09FC,Cottus cognatus,Slimy Sculpin,native
09FD,Cottus cognatus,Slimy Sculpin,native
09FE,Cottus cognatus,Slimy Sculpin,native
09HA,Cottus cognatus,Slimy Sculpin,native
09MA,Cottus cognatus,Slimy Sculpin,native
1001,Cottus cognatus,Slimy Sculpin,native
10AA,Cottus cognatus,Slimy Sculpin,native
10AB,Cottus cognatus,Slimy Sculpin,native
10AC,Cottus cognatus,Slimy Sculpin,native
10AD,Cottus cognatus,Slimy Sculpin,native
10BB,Cottus cognatus,Slimy Sculpin,native
10BC,Cottus cognatus,Slimy Sculpin,native
10BD,Cottus cognatus,Slimy Sculpin,native
10BE,Cottus cognatus,Slimy Sculpin,native
10CA,Cottus cognatus,Slimy Sculpin,native
10CB,Cottus cognatus,Slimy Sculpin,native
10CC,Cottus cognatus,Slimy Sculpin,native
10CD,Cottus cognatus,Slimy Sculpin,native
10CE,Cottus cognatus,Slimy Sculpin,native
10CF,Cottus cognatus,Slimy Sculpin,native
10DA,Cottus cognatus,Slimy Sculpin,native
10DB,Cottus cognatus,Slimy Sculpin,native
10EA,Cottus cognatus,Slimy Sculpin,native
10EB,Cottus cognatus,Slimy Sculpin,native
10EC,Cottus cognatus,Slimy Sculpin,native
10ED,Cottus cognatus,Slimy Sculpin,native
10FA,Cottus cognatus,Slimy Sculpin,native
10FB,Cottus cognatus,Slimy Sculpin,native
10FC,Cottus cognatus,Slimy Sculpin,native
10GA,Cottus cognatus,Slimy Sculpin,native
10GB,Cottus cognatus,Slimy Sculpin,native
10GC,Cottus cognatus,Slimy Sculpin,native
10GD,Cottus cognatus,Slimy Sculpin,native
10HA,Cottus cognatus,Slimy Sculpin,native
10HB,Cottus cognatus,Slimy Sculpin,native
10HC,Cottus cognatus,Slimy Sculpin,native
10J1,Cottus cognatus,Slimy Sculpin,native
10JA,Cottus cognatus,Slimy Sculpin,native
10JB,Cottus cognatus,Slimy Sculpin,native
10JC,Cottus cognatus,Slimy Sculpin,native
10JD,Cottus cognatus,Slimy Sculpin,native
10JE,Cottus cognatus,Slimy Sculpin,native
10KA,Cottus cognatus,Slimy Sculpin,native
10KB,Cottus cognatus,Slimy Sculpin,native
10KC,Cottus cognatus,Slimy Sculpin,native
10KD,Cottus cognatus,Slimy Sculpin,native
10LA,Cottus cognatus,Slimy Sculpin,native
10LB,Cottus cognatus,Slimy Sculpin,native
10LC,Cottus cognatus,Slimy Sculpin,native
10LD,Cottus cognatus,Slimy Sculpin,native
10MA,Cottus cognatus,Slimy Sculpin,native
10MB,Cottus cognatus,Slimy Sculpin,native
10MC,Cottus cognatus,Slimy Sculpin,native
10MD,Cottus cognatus,Slimy Sculpin,native
10NA,Cottus cognatus,Slimy Sculpin,native
10NB,Cottus cognatus,Slimy Sculpin,native
10NC,Cottus cognatus,Slimy Sculpin,native
10ND,Cottus cognatus,Slimy Sculpin,native
10NE,Cottus cognatus,Slimy Sculpin,native
10OA,Cottus cognatus,Slimy Sculpin,native
10OB,Cottus cognatus,Slimy Sculpin,native
10OC,Cottus cognatus,Slimy Sculpin,native
10PA,Cottus cognatus,Slimy Sculpin,native
10PB,Cottus cognatus,Slimy Sculpin,native
10PC,Cottus cognatus,Slimy Sculpin,native
10QA,Cottus cognatus,Slimy Sculpin,native
10QB,Cottus cognatus,Slimy Sculpin,native
10QC,Cottus cognatus,Slimy Sculpin,native
10QD,Cottus cognatus,Slimy Sculpin,native
10QE,Cottus cognatus,Slimy Sculpin,native
10QF,Cottus cognatus,Slimy Sculpin,native
10RA,Cottus cognatus,Slimy Sculpin,native
10RB,Cottus cognatus,Slimy Sculpin,native
10RC,Cottus cognatus,Slimy Sculpin,native
08NE,Cottus confusus,Shorthead Sculpin,native
08NJ,Cottus confusus,Shorthead Sculpin,native
08NN,Cottus confusus,Shorthead Sculpin,native
08NP,Cottus confusus,Shorthead Sculpin,native
08HA,Cottus gulosus,Riffle Sculpin,native
08NE,Cottus hubbsi,Columbia Sculpin,native
08NJ,Cottus hubbsi,Columbia Sculpin,native
08NL,Cottus hubbsi,Columbia Sculpin,native
08HA,Cottus perplexus,Reticulate Sculpin,native
05BA,Cottus rhotheus,Torrent Sculpin,native
05BB,Cottus rhotheus,Torrent Sculpin,native
05BC,Cottus rhotheus,Torrent Sculpin,native
08HA,Cottus rhotheus,Torrent Sculpin,native
08LB,Cottus rhotheus,Torrent Sculpin,native
08LC,Cottus rhotheus,Torrent Sculpin,native
08LD,Cottus rhotheus,Torrent Sculpin,native
08LE,Cottus rhotheus,Torrent Sculpin,native
08LF,Cottus rhotheus,Torrent Sculpin,native
08LG,Cottus rhotheus,Torrent Sculpin,native
08NA,Cottus rhotheus,Torrent Sculpin,native
08NB,Cottus rhotheus,Torrent Sculpin,native
08NC,Cottus rhotheus,Torrent Sculpin,native
08ND,Cottus rhotheus,Torrent Sculpin,native
08NE,Cottus rhotheus,Torrent Sculpin,native
08NF,Cottus rhotheus,Torrent Sculpin,native
08NG,Cottus rhotheus,Torrent Sculpin,native
08NH,Cottus rhotheus,Torrent Sculpin,native
08NJ,Cottus rhotheus,Torrent Sculpin,native
08NL,Cottus rhotheus,Torrent Sculpin,native
08NM,Cottus rhotheus,Torrent Sculpin,native
08NN,Cottus rhotheus,Torrent Sculpin,native
08PA,Cottus rhotheus,Torrent Sculpin,native
201,Cottus ricei,Spoonhead Sculpin,native
203,Cottus ricei,Spoonhead Sculpin,native
207,Cottus ricei,Spoonhead Sculpin,native
209,Cottus ricei,Spoonhead Sculpin,native
02AA,Cottus ricei,Spoonhead Sculpin,native
02AB,Cottus ricei,Spoonhead Sculpin,native
02AC,Cottus ricei,Spoonhead Sculpin,native
02AD,Cottus ricei,Spoonhead Sculpin,native
02AE,Cottus ricei,Spoonhead Sculpin,native
02BA,Cottus ricei,Spoonhead Sculpin,native
02BB,Cottus ricei,Spoonhead Sculpin,native
02BC,Cottus ricei,Spoonhead Sculpin,native
02BD,Cottus ricei,Spoonhead Sculpin,native
02BE,Cottus ricei,Spoonhead Sculpin,native
02BF,Cottus ricei,Spoonhead Sculpin,native
02CA,Cottus ricei,Spoonhead Sculpin,native
02CB,Cottus ricei,Spoonhead Sculpin,native
02CC,Cottus ricei,Spoonhead Sculpin,native
02CD,Cottus ricei,Spoonhead Sculpin,native
02CE,Cottus ricei,Spoonhead Sculpin,native
02CF,Cottus ricei,Spoonhead Sculpin,native
02CH,Cottus ricei,Spoonhead Sculpin,native
02DA,Cottus ricei,Spoonhead Sculpin,native
02DB,Cottus ricei,Spoonhead Sculpin,native
02DC,Cottus ricei,Spoonhead Sculpin,native
02DD,Cottus ricei,Spoonhead Sculpin,native
02EA,Cottus ricei,Spoonhead Sculpin,native
02EB,Cottus ricei,Spoonhead Sculpin,native
02EC,Cottus ricei,Spoonhead Sculpin,native
02ED,Cottus ricei,Spoonhead Sculpin,native
02FA,Cottus ricei,Spoonhead Sculpin,native
